Sample Name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Mineral,Na2O + K2O,TAS,Rocknames
66DR-1_,71.58,0.99,12.29,4.62,0.16,1.28,2.04,3.67,2.99,0.29,,Glass,6.66,R,"['Rhyolite', 'Granite']"
RESC5_RESC5-O11-MA,49.0,1.17,17.2,6.37,0.13,4.26,11.23,2.79,2.61,0.49,0.05,Glass,5.4,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
GOR-60_9,55.91,0.59,20.89,1.67,,3.22,5.23,3.74,6.14,0.34,,Glass,9.879999999999999,S3,"['Trachy-\nandesite', 'Monzonite']"
782A-2H-4-113-114_3,54.81,0.98,11.3,10.23,0.28,2.57,4.68,2.39,0.66,0.14,,Glass,3.0500000000000003,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
AS03-AGRI-2_AGRI2-16 ,45.71,0.69,19.05,8.96,0.14,2.61,13.73,1.87,0.47,0.17,,Glass,2.34,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
_O-1-2-9,48.63,1.67,18.85,7.27,0.1,7.12,8.49,4.4,1.96,1.05,,Glass,6.36,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
PIKH_E309,49.77,1.18,17.67,6.28,0.06,8.47,10.37,3.56,1.31,0.23,0.03,Glass,4.87,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
MS-1404_MS-1404J,53.03,0.73,16.54,3.89,0.08,4.87,13.9,2.95,0.36,0.16,,Glass,3.31,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
br1-3-4-2012_br1-3-4-2012,49.08,0.85,17.85,10.03,0.15,5.16,10.65,3.0,0.39,0.19,,Glass,3.39,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
RESC5_RESC5-O27-MB,51.04,1.32,18.14,5.83,0.11,3.53,8.21,2.85,4.83,0.57,0.01,Glass,7.68,S2,"['Basaltic \nTrachy-\nandesite', 'Monzo-\ndiorite']"
3-JAS-1-MI2,48.59,1.65,14.6,12.38,0.17,7.25,11.97,2.19,0.14,0.15,0.02,Glass,2.33,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
F42_MI31,72.18,0.49,8.9,7.47,0.34,,0.4,4.34,4.19,,,Glass,8.530000000000001,R,"['Rhyolite', 'Granite']"
QV04-3b_05-014-3,48.22,1.83,16.17,7.16,0.11,7.2,8.1,2.14,3.1,1.27,,Glass,5.24,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
BPPC_2,50.44,0.8,17.04,6.49,0.11,7.65,11.05,2.76,0.31,0.18,,Glass,3.07,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
_ONk1-13,55.05,0.16,9.95,7.75,0.2,14.0,8.94,0.72,0.31,,0.75,Glass,1.03,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
EB06-7B_EB-7B-10-4,56.55,1.51,14.5,7.38,0.12,7.8,7.96,3.39,0.74,0.28,,Glass,4.13,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
W-47-23 (116295-23)_23-3-2,56.31,0.58,15.49,9.15,0.15,4.85,5.96,4.62,1.66,0.27,,Glass,6.28,S2,"['Basaltic \nTrachy-\nandesite', 'Monzo-\ndiorite']"
D50-2-2_D50-2-2_16,43.56,0.58,15.25,12.64,0.21,9.93,12.79,1.14,0.29,0.04,,Glass,1.43,Pc,"['Picrite', 'Peridot-\ngabbro']"
BN1997-98_pt26 incl,47.0,1.51,18.33,10.05,0.18,3.92,8.96,5.57,2.24,0.9,,Glass,7.8100000000000005,U1,"['Tephrite', 'Foid Gabbro']"
616-R05 Izx_616-R05mi33a ,48.65,0.63,17.27,7.54,0.18,6.19,13.06,2.06,0.12,0.07,,Glass,2.18,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
_91EA-11-3-2,52.99,1.64,16.83,7.56,0.07,7.06,8.75,4.31,0.83,0.42,,Glass,5.14,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
03OK33-1-JEB_ol4mi1 ,50.49,1.27,15.97,10.32,0.22,4.95,9.83,2.79,0.7,0.18,,Glass,3.49,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
KR96BV_KR96BV-30,52.98,1.06,16.8,9.67,0.2,3.86,7.57,3.28,0.85,0.2,,Glass,4.13,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
 04 ASUN-20-01_ASUN-20-01_20B,53.52,0.78,16.22,9.66,0.16,4.02,8.87,1.22,0.62,0.15,,Glass,1.8399999999999999,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
65DR-2_,68.29,0.92,13.92,4.45,0.13,1.18,2.82,2.83,3.98,0.19,,Glass,6.8100000000000005,O3,"['Dacite', 'Granodiorite']"
NK-13-2_2-5-2-B,50.1,1.98,15.75,11.01,0.19,3.84,7.33,3.78,2.61,0.63,0.02,Glass,6.39,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
_GTg3-28,52.52,0.18,11.04,7.68,0.14,13.75,10.24,1.4,0.29,,0.81,Glass,1.69,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
KR96BV_KR96BV-11,51.46,0.98,17.34,10.12,0.17,3.62,8.74,3.81,0.82,0.14,,Glass,4.63,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
KVG-72694B_ol1mi1,49.09,3.0,16.42,10.06,0.16,4.69,10.81,3.88,1.66,0.61,,Glass,5.54,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
8LM-331A_D5_8LM-331A_D5,54.84,2.16,13.65,11.06,0.19,3.54,7.93,3.13,1.28,0.19,,Glass,4.41,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
2002S_ 2002/3S-30,50.03,1.34,16.82,8.91,0.17,3.7,6.22,4.87,2.81,0.97,,Glass,7.68,U2,"['Phonotephrite', 'Foid Monzodiorite']"
616-R05 Izx_616-R05mi22c ,48.61,0.85,18.39,7.49,0.14,4.28,14.1,2.01,0.11,0.15,,Glass,2.1199999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
U1438_U1438E-13CC-I3 ,60.63,1.09,13.92,8.19,0.13,2.85,6.79,3.15,0.7,0.14,,Glass,3.8499999999999996,O2,"['Andesite', 'Diorite']"
CC-1_CC-1-1-3-1,43.76,2.52,15.12,11.72,0.15,10.1,9.66,3.48,1.63,0.63,,Glass,5.109999999999999,U1,"['Tephrite', 'Foid Gabbro']"
AS03-PAGAN-5_PAGAN5-2_102 ,47.24,0.68,15.68,12.56,0.23,5.7,11.54,2.19,0.55,0.14,,Glass,2.74,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
SPV-8_SPV-8-1-1-1,46.8,2.45,16.98,7.19,0.09,9.15,13.39,3.04,0.95,0.54,,Glass,3.99,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
CC02-1_03-015-2.1,50.69,1.04,16.58,10.25,0.16,7.84,9.08,3.58,0.7,0.25,,Glass,4.28,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
GUG-4_GUG-4_16 ,48.36,0.96,16.4,10.57,0.2,5.36,10.05,2.6,0.58,0.08,,Glass,3.18,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
PRO 7/8_5D-MI,48.3,1.48,18.7,9.3,0.09,3.19,11.8,3.78,2.96,0.42,,Glass,6.74,U1,"['Tephrite', 'Foid Gabbro']"
16IPE1B_16IPE1BextPXMI16A,64.8,1.07,13.73,6.6,0.16,1.89,5.04,3.4,1.64,0.19,,Glass,5.04,O3,"['Dacite', 'Granodiorite']"
666-R24 Izx_666-R24mi1 ,52.41,0.95,20.7,5.29,0.15,1.9,10.17,2.55,0.4,0.24,,Glass,2.9499999999999997,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
03JLOK-gates2d _ol2mi1,54.36,2.29,15.43,10.12,0.2,2.03,10.38,2.71,1.3,0.42,,Glass,4.01,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
KR96BV_KR96BV-4,50.77,0.97,18.63,9.14,0.16,2.55,10.41,3.09,0.57,0.14,,Glass,3.6599999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
84093/1_3,48.85,0.86,10.36,14.64,0.24,17.0,4.38,2.19,0.73,0.18,,Glass,2.92,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
U1438_U1438E-34R4W-I9 ,49.94,0.92,15.06,11.14,0.21,6.16,9.91,2.05,0.44,0.07,,Glass,2.4899999999999998,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
_GTg1-26,55.63,0.27,12.93,5.74,0.11,7.71,6.74,2.04,0.48,,0.89,Glass,2.52,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
03JLOK-gates2d _ol5mi1,54.03,2.05,14.76,10.8,0.26,3.09,9.44,2.77,1.22,0.37,,Glass,3.99,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
PT05_P1-1,51.04,1.35,17.58,7.81,0.18,5.34,8.43,3.98,1.06,0.45,,Glass,5.04,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
1264/1_2,71.87,0.31,12.8,1.12,0.01,0.3,1.19,4.01,2.88,0.05,,Glass,6.89,R,"['Rhyolite', 'Granite']"
 04 ASUN-20-01_ASUN-20-01_14,53.07,0.79,16.84,9.44,0.2,4.13,9.55,1.72,0.59,0.11,,Glass,2.31,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
H343-R05 Izx_343-R05mi24 ,50.02,0.94,21.53,4.38,0.1,1.47,12.15,2.95,1.37,0.34,,Glass,4.32,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
782A-21X-5-43-45_55,53.16,1.15,13.5,11.92,0.21,3.68,7.94,2.89,0.34,0.1,,Glass,3.23,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
LC-L-71_oliv21_mia ,49.78,0.46,17.74,7.81,0.22,4.96,14.78,0.91,0.86,0.19,,Glass,1.77,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
U1438_E20R6-1-I4 ,57.22,0.62,14.44,6.85,0.14,4.27,8.43,2.5,0.37,0.11,,Glass,2.87,O2,"['Andesite', 'Diorite']"
05SMCN-06A_ol2mi2 ,56.72,0.87,15.96,8.58,0.22,3.07,6.72,3.54,1.8,0.66,,Glass,5.34,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
LP30_MI,52.93,1.06,15.56,9.98,0.15,5.0,8.13,3.0,1.2,0.3,,Glass,4.2,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
CL189_CL189INC104,52.86,0.96,19.88,7.9,0.21,3.38,9.28,4.2,1.14,0.2,,Glass,5.34,S2,"['Basaltic \nTrachy-\nandesite', 'Monzo-\ndiorite']"
KR99/96_KR99/96-55,56.54,1.02,14.74,8.82,0.15,3.3,7.21,3.65,0.91,0.13,,Glass,4.56,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
Aog-06_AOG-06_46,51.65,0.85,14.17,9.99,0.19,6.29,10.32,1.71,0.14,0.04,,Glass,1.85,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
FP-16-52 (116289-19)_19-4-2,56.72,1.2,16.76,8.96,0.23,3.5,6.01,3.52,2.22,0.41,,Glass,5.74,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
BLW03-1_03-048-13.1,48.03,1.58,17.46,9.29,0.15,8.65,10.9,2.95,0.45,0.35,,Glass,3.4000000000000004,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
X654_13,53.35,0.96,15.12,9.79,0.24,5.45,9.96,2.44,0.41,,,Glass,2.85,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
FI15DJR38_FI38MI05B,49.72,1.77,15.72,11.13,0.22,5.14,10.18,3.6,0.68,0.21,,Glass,4.28,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
200568_OL3,63.21,1.55,14.94,4.69,0.1,1.85,1.29,5.17,4.97,0.42,,Glass,10.14,T1,"['Trachyte', 'Syenite']"
_EB-7B-9-4.2,56.64,1.47,14.1,6.93,0.08,7.72,8.26,3.71,0.75,0.27,,Glass,4.46,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
BORG_A5,49.23,0.77,17.66,6.57,0.13,6.88,10.86,2.7,0.56,0.09,,Glass,3.2600000000000002,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
NK-13-2_3-5-4B,50.64,1.82,16.16,10.52,0.17,3.59,7.36,3.9,2.73,0.82,0.01,Glass,6.63,S2,"['Basaltic \nTrachy-\nandesite', 'Monzo-\ndiorite']"
CL067_CL067INC164,55.26,1.4,15.78,10.55,0.19,4.05,8.5,3.6,0.51,0.16,,Glass,4.11,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
19_019 b,72.43,0.29,9.19,5.06,0.19,,0.16,5.42,4.28,,,Glass,9.7,R,"['Rhyolite', 'Granite']"
CEH-15_,53.82,1.02,19.96,4.82,0.08,2.32,8.9,4.4,0.91,0.26,,Glass,5.3100000000000005,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
KR96BV_KR96BV-42,53.83,0.98,16.7,8.99,0.18,3.48,7.69,3.16,0.89,0.24,,Glass,4.05,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
VAGGELI (G1)_4-1,49.8,0.8,18.94,6.67,0.03,5.6,11.74,2.37,0.59,,,Glass,2.96,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
RC09-15_RC-14-1-3-3,50.88,2.01,18.22,8.52,0.16,4.53,10.17,3.69,1.22,0.5,,Glass,4.91,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
SEG0705_ol1mi1 ,49.93,0.92,18.14,7.87,0.17,4.84,11.56,2.28,0.43,0.22,,Glass,2.71,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
LC-D-23_oliv7_mia,48.24,0.97,18.6,12.7,0.19,4.04,11.46,1.56,0.28,0.13,,Glass,1.84,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
2002S_ 2002/3S-10 ,50.23,1.58,15.98,10.09,0.2,3.84,6.13,4.37,2.38,0.71,,Glass,6.75,S2,"['Basaltic \nTrachy-\nandesite', 'Monzo-\ndiorite']"
CL070_CL070INC144,52.07,1.36,16.28,12.26,0.3,4.46,8.3,4.29,0.53,0.14,,Glass,4.82,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
2013_ 2013-32,48.42,1.72,16.82,7.12,0.18,2.14,7.4,5.85,3.52,1.13,,Glass,9.37,U2,"['Phonotephrite', 'Foid Monzodiorite']"
05AUNY17_oliv3mi1,49.01,0.6,16.53,7.98,0.14,4.79,10.25,1.95,0.48,0.17,,Glass,2.4299999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
8LM-331A_A24c_8LM-331A_A24c,53.51,1.27,15.9,9.98,0.16,4.9,9.05,3.41,0.8,0.09,,Glass,4.21,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
shiv01/#3_m6s37-4e(g),78.08,0.31,12.69,1.02,,0.08,0.82,4.47,3.14,,,Glass,7.609999999999999,R,"['Rhyolite', 'Granite']"
BUL7-6-2010_BUL7-6-2010,53.3,0.99,17.55,8.84,0.17,4.31,9.31,3.59,0.64,0.23,,Glass,4.2299999999999995,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
SOMMATA_S1,46.3,0.56,11.04,8.75,0.16,7.94,15.12,2.05,1.66,,,Glass,3.71,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
Monte Nuovo_CF195_cpx38_mi1_1,56.24,0.53,17.23,3.54,0.15,0.64,2.49,4.04,8.42,0.14,,Glass,12.46,Ph,"['Phonolite', 'Foid Syenite']"
TB02-1_03-076-5.2,49.33,1.18,18.43,6.87,0.11,7.98,10.4,2.98,0.61,0.18,,Glass,3.59,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
782A-2H-5-136-138_6,69.61,0.19,12.2,2.28,0.1,0.13,2.24,3.91,1.11,0.11,,Glass,5.0200000000000005,O3,"['Dacite', 'Granodiorite']"
_AMs3-28,56.54,0.14,8.64,8.34,0.23,14.38,6.84,1.05,0.4,,0.72,Glass,1.4500000000000002,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
BC-2_Un  251  BC-2-2-1-1,44.92,2.85,17.71,7.89,0.11,8.14,11.06,4.27,1.78,0.87,,Glass,6.05,U1,"['Tephrite', 'Foid Gabbro']"
04 Sari-15-02_Sari-15-02_30,48.32,0.68,15.61,8.47,0.16,4.36,14.98,1.44,0.29,0.03,,Glass,1.73,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
_AV-1-6-6.2,50.03,1.84,14.72,10.51,0.17,7.52,9.93,2.73,0.54,0.28,,Glass,3.27,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
TEL04K_18C,60.68,0.63,12.36,8.33,0.23,2.24,4.44,3.44,2.72,0.24,,Glass,6.16,O2,"['Andesite', 'Diorite']"
RC07-4_RC-4-2-3-1,50.52,1.09,16.42,8.59,0.13,6.47,11.81,3.06,0.98,0.37,,Glass,4.04,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
OK15DJR14_OK14MI08A,50.77,1.08,15.89,10.33,0.21,6.59,10.62,2.7,0.64,0.17,,Glass,3.3400000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
2013_ 2013-4,52.47,1.75,18.11,6.12,0.08,1.91,6.97,5.76,3.91,0.57,,Glass,9.67,U3,"['Tephriphonolite', 'Foid Monzosyenite']"
200686_PL2,68.37,0.56,13.23,4.78,0.08,0.85,1.45,5.59,3.5,0.1,,Glass,9.09,T2,"['Trachydacite', 'Quartz \nMonzonite']"
CL566_CL566INC776,57.54,1.06,17.9,7.59,0.09,2.98,7.28,3.9,1.38,0.29,,Glass,5.279999999999999,O2,"['Andesite', 'Diorite']"
P7-2D_cpx1mi1* ,66.25,1.07,13.81,6.54,0.12,1.2,3.48,2.76,1.22,0.56,,Glass,3.9799999999999995,O3,"['Dacite', 'Granodiorite']"
SH15CK01_SH01MI13,48.79,1.51,17.14,10.5,0.2,4.68,10.03,3.73,0.76,0.16,,Glass,4.49,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
KVG-72694A_ol3mi1,50.12,3.04,18.38,7.65,0.16,3.35,11.1,4.2,1.52,0.59,,Glass,5.720000000000001,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
G(P7-2)_22-1-1,56.6,0.89,21.2,5.4,,2.4,7.2,5.0,1.38,,,Glass,6.38,S3,"['Trachy-\nandesite', 'Monzonite']"
KAM 10 (PK-13/6)_13-6,51.51,2.06,17.62,9.01,0.14,2.03,8.64,4.04,2.44,0.78,0.02,Glass,6.48,S2,"['Basaltic \nTrachy-\nandesite', 'Monzo-\ndiorite']"
1974_19-33,58.11,0.89,16.56,8.13,0.15,4.17,6.15,4.45,1.13,0.26,,Glass,5.58,O2,"['Andesite', 'Diorite']"
KC612PF_JUN-2-1,72.73,0.47,12.3,1.86,0.05,0.59,1.13,4.59,2.45,0.0,,Glass,7.04,R,"['Rhyolite', 'Granite']"
SC5K_SC5Kr1b1,53.2,1.25,14.55,11.71,0.28,3.73,7.88,3.64,1.03,0.31,,Glass,4.67,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
AIC02-1_03-073-3.3,48.98,1.42,18.33,8.08,0.1,8.17,10.21,3.44,0.51,0.28,,Glass,3.95,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
PB14_PB14E,51.17,1.09,14.29,12.56,0.19,5.26,9.09,2.52,0.82,0.21,,Glass,3.34,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
663-R02 Izx_663-R02mi67 ,55.48,0.96,15.67,8.91,0.2,3.7,7.46,2.94,0.92,0.22,,Glass,3.86,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
NEF03-1_05-013-26,50.51,2.06,15.85,9.78,0.18,7.76,8.9,3.58,0.83,0.52,,Glass,4.41,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
K1-30_30-5,46.7,0.88,12.7,9.16,0.17,10.65,11.35,2.12,0.63,0.14,0.04,Glass,2.75,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
S82-11_1-23-A,71.22,0.29,13.37,2.08,,0.28,1.25,4.53,3.28,,,Glass,7.8100000000000005,R,"['Rhyolite', 'Granite']"
KVG-71694B_ol2mi2,50.1,3.13,15.33,10.94,0.24,5.11,10.29,3.8,1.72,0.66,,Glass,5.52,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
CEP-16_,53.57,1.02,17.81,6.96,0.12,4.68,8.05,3.62,0.87,0.32,,Glass,4.49,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
SIC02-1_03-075-1.2,48.86,1.4,18.49,7.67,0.16,8.15,11.14,3.22,0.37,0.25,,Glass,3.5900000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
SC02B_SC02Br3a2,54.28,0.94,14.17,10.63,0.2,3.28,7.87,3.2,1.28,0.34,,Glass,4.48,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
TAN-0712_ol1mi1 ,48.82,1.68,16.52,13.95,0.34,3.21,8.79,3.72,2.33,0.38,,Glass,6.050000000000001,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
Kone06_MI41,69.65,0.21,7.43,6.93,0.3,0.02,0.27,6.31,4.19,,,Glass,10.5,T2,"['Trachydacite', 'Quartz \nMonzonite']"
FLR03-1_05-017-20,44.15,2.86,15.55,13.85,0.19,8.06,12.1,1.34,0.21,0.34,,Glass,1.55,Pc,"['Picrite', 'Peridot-\ngabbro']"
EA 10_91EA-11-2-1.2,51.42,1.63,17.25,6.79,0.05,7.57,9.39,4.08,0.75,0.44,,Glass,4.83,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
AS03-AGRI-2_AGRI2-37 ,45.62,0.82,18.21,8.54,0.11,4.43,12.47,1.99,0.55,0.23,,Glass,2.54,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
2010_PYROXENE B 89 #1,67.12,1.1,14.47,5.54,0.11,1.22,2.89,3.94,,0.15,,Glass,,none,['N/A']
HPD-480-S1_480-S1_37,51.82,1.12,17.86,8.89,0.17,5.02,9.94,3.08,0.61,0.17,,Glass,3.69,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
shiv01/#1_m6s12-1e(g),77.73,0.26,12.16,1.06,,0.11,0.74,4.1,3.13,,,Glass,7.2299999999999995,R,"['Rhyolite', 'Granite']"
2001 LOWER VENT_CPX6 MIE,49.79,1.88,15.3,9.15,0.27,4.67,8.7,4.69,2.0,1.08,,Glass,6.69,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
J1D-29_3_,50.07,0.77,19.01,5.3,0.1,5.22,9.97,4.56,0.72,0.17,,Glass,5.279999999999999,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
MFR2B_MI4A,49.08,1.49,15.32,6.4,,5.14,11.76,4.01,1.76,0.65,,Glass,5.77,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
U1438_D19R3A-MIN2-MI2 ,73.35,0.4,11.67,1.91,0.04,0.31,1.83,3.12,1.76,0.04,,Glass,4.88,R,"['Rhyolite', 'Granite']"
_EB-1-7-10-1,45.13,1.9,17.7,8.97,0.17,9.5,4.5,4.61,3.87,1.4,,Glass,8.48,U1,"['Tephrite', 'Foid Gabbro']"
LC-L-71_oliv5_mia,51.69,0.64,16.76,8.12,0.16,2.46,13.29,0.97,0.71,0.13,,Glass,1.68,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
RESC5_RESC5-O21-ME,48.81,1.39,16.63,7.87,0.07,3.53,11.43,2.63,2.12,0.47,0.0,Glass,4.75,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
_AV-1-6-1,52.27,1.78,15.14,9.53,0.15,8.09,9.28,3.07,0.64,0.27,,Glass,3.71,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
H14-7-MI2,49.71,1.18,14.33,9.55,0.2,8.65,13.74,1.87,0.1,0.09,0.05,Glass,1.9700000000000002,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MER068B_MI107,48.82,2.9,15.04,12.31,0.21,5.94,8.7,1.96,2.5,0.43,,Glass,4.46,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
8LM-331A_A7_8LM-331A_A7,54.18,1.62,13.23,12.08,0.26,4.65,8.25,3.6,0.92,0.17,,Glass,4.5200000000000005,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ZB06-2_ZB-1-1.1,49.22,1.56,15.64,9.4,0.14,7.35,9.53,3.94,0.49,0.28,,Glass,4.43,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
782A-29X-6-138-140_86,65.4,0.61,13.2,3.48,0.12,0.64,3.44,3.17,1.1,0.17,,Glass,4.27,O3,"['Dacite', 'Granodiorite']"
_O-1-3-3.1,50.05,1.61,19.31,7.51,0.16,7.22,6.93,5.3,2.0,0.96,,Glass,7.3,S2,"['Basaltic \nTrachy-\nandesite', 'Monzo-\ndiorite']"
U1438_D47R5-MIN2-MI1 ,51.98,1.14,14.12,10.9,0.31,5.02,9.05,2.96,0.54,0.22,,Glass,3.5,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
LP54_MI1,53.25,0.71,15.07,12.16,0.28,5.17,7.56,3.24,0.57,0.1,,Glass,3.81,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
GOR-188_8,57.1,0.93,19.14,6.39,0.16,1.62,6.8,3.31,2.99,0.41,,Glass,6.300000000000001,S3,"['Trachy-\nandesite', 'Monzonite']"
CMB_MI-16,57.02,0.5,18.02,3.46,0.24,0.37,1.89,4.97,7.87,0.07,,Glass,12.84,Ph,"['Phonolite', 'Foid Syenite']"
_BC-2-6-6-1,45.1,2.45,17.18,9.46,0.17,7.95,10.24,3.82,1.64,0.74,,Glass,5.46,U1,"['Tephrite', 'Foid Gabbro']"
Agr04_12,47.86,0.77,16.28,10.13,0.23,5.07,11.0,2.18,0.53,0.13,,Glass,2.71,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
663-R02 Izx_663-R02mi59b ,66.93,0.8,13.33,4.74,0.17,1.22,3.06,2.37,1.61,0.26,,Glass,3.9800000000000004,O3,"['Dacite', 'Granodiorite']"
BPB_9,50.89,0.91,17.3,7.01,0.12,5.32,10.39,2.92,0.83,0.27,,Glass,3.75,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
HPD-489-R14_489-R14_34,50.3,1.0,16.23,11.63,0.23,4.83,8.79,2.68,0.54,0.16,,Glass,3.22,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
BRM_6,53.29,0.96,16.17,6.39,0.1,5.09,8.22,3.71,0.98,0.34,,Glass,4.6899999999999995,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
RESC5_RESC5-O15-MA,48.73,1.31,17.82,6.06,0.11,3.98,12.05,2.18,3.83,0.76,,Glass,6.01,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
