Sample Name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Mineral,Na2O + K2O,TAS,Rocknames
11/11/2017_28,61.55,1.64,13.5,9.55,0.2,1.84,4.22,4.59,2.4,0.57,,Glass,6.99,S3,"['Trachy-\nandesite', 'Monzonite']"
11/11/2017_29,61.94,1.6,13.68,9.09,0.16,1.92,4.13,4.49,2.45,0.62,,Glass,6.94,S3,"['Trachy-\nandesite', 'Monzonite']"
11/11/2017_30,64.13,1.65,13.99,9.87,0.14,1.88,4.39,0.86,2.6,0.63,,Glass,3.46,O3,"['Dacite', 'Granodiorite']"
6/3/2018_1,61.07,1.63,13.89,9.34,0.24,1.99,4.9,4.55,1.98,0.44,,Glass,6.529999999999999,O2,"['Andesite', 'Diorite']"
6/3/2018_2,60.71,1.65,13.56,9.01,0.22,2.08,4.75,4.01,3.5,0.56,,Glass,7.51,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_3,61.17,1.65,13.62,9.03,0.22,1.97,4.42,4.05,3.41,0.53,,Glass,7.46,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_4,61.89,1.71,13.45,9.55,0.27,2.09,4.25,5.65,0.75,0.5,,Glass,6.4,O2,"['Andesite', 'Diorite']"
6/3/2018_5,60.99,1.67,13.54,9.8,0.29,2.09,4.95,4.18,2.0,0.5,,Glass,6.18,O2,"['Andesite', 'Diorite']"
6/3/2018_6,60.66,1.6,13.41,9.38,0.21,1.85,3.71,4.32,4.27,0.63,,Glass,8.59,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_7,61.04,1.57,13.79,9.18,0.17,1.91,4.68,4.02,3.16,0.54,,Glass,7.18,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_8,60.59,1.67,13.4,9.59,0.2,1.82,4.53,3.9,3.73,0.62,,Glass,7.63,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_9,61.05,1.68,13.26,9.35,0.17,1.85,4.37,4.03,3.66,0.6,,Glass,7.69,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_10,61.64,1.63,13.53,8.77,0.15,1.8,3.97,4.32,3.63,0.63,,Glass,7.95,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_11,61.39,1.63,13.63,9.22,0.21,1.95,4.32,3.7,3.39,0.66,,Glass,7.09,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_12,60.95,1.63,13.61,9.52,0.24,1.97,4.49,3.67,3.39,0.59,,Glass,7.0600000000000005,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_13,61.44,1.66,13.59,9.34,0.16,2.1,4.06,5.59,1.56,0.51,,Glass,7.15,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_14,60.57,1.6,13.74,9.31,0.2,2.26,4.63,4.31,2.89,0.51,,Glass,7.199999999999999,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_15,60.97,1.64,13.76,9.13,0.17,2.15,4.45,4.45,2.73,0.59,,Glass,7.18,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_16,60.93,1.56,13.83,8.37,0.18,2.55,5.24,5.21,1.74,0.51,,Glass,6.95,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_17,61.57,1.63,13.4,8.76,0.18,1.85,4.01,4.02,4.08,0.61,,Glass,8.1,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_18,61.43,1.63,13.6,7.6,0.23,2.1,4.19,4.15,4.63,0.6,,Glass,8.780000000000001,T2,"['Trachydacite', 'Quartz \nMonzonite']"
6/3/2018_19,60.43,1.44,15.35,7.96,0.18,1.77,5.63,5.21,1.72,0.44,,Glass,6.93,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_20,60.81,1.63,13.37,9.66,0.21,2.1,4.14,3.96,3.65,0.51,,Glass,7.609999999999999,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_21,60.86,1.62,13.32,9.39,0.2,1.96,4.16,4.28,3.71,0.57,,Glass,7.99,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_22,62.79,1.71,13.79,8.77,0.28,1.9,3.12,4.0,3.06,0.63,,Glass,7.0600000000000005,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_23,61.15,1.59,13.72,9.07,0.24,1.91,4.68,4.38,2.82,0.49,,Glass,7.199999999999999,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_24,60.52,1.61,13.33,9.74,0.17,1.93,4.44,4.12,3.68,0.53,,Glass,7.800000000000001,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_25,60.16,1.64,13.26,9.91,0.13,2.01,4.62,4.18,3.63,0.51,,Glass,7.81,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_26,60.86,1.65,13.49,8.97,0.2,2.12,4.39,4.38,3.56,0.47,,Glass,7.9399999999999995,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_27,60.73,1.7,13.59,9.43,0.19,1.82,4.57,4.68,2.66,0.69,,Glass,7.34,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_28,61.29,1.64,13.33,9.6,0.25,1.77,4.49,4.52,2.55,0.6,,Glass,7.069999999999999,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_29,61.96,1.59,13.97,8.32,0.17,2.1,3.88,4.75,2.62,0.66,,Glass,7.37,S3,"['Trachy-\nandesite', 'Monzonite']"
6/3/2018_30,61.89,1.63,14.13,8.69,0.15,1.89,3.98,4.52,2.63,0.53,,Glass,7.1499999999999995,S3,"['Trachy-\nandesite', 'Monzonite']"
MHL-05,49.36,3.26,12.68,14.2,0.17,5.42,9.7,2.56,0.47,0.34,0.01,Glass,3.0300000000000002,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-05,48.94,3.26,12.37,14.71,0.23,5.22,9.77,2.86,0.5,0.3,0.05,Glass,3.36,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-05,49.7,3.21,12.69,14.29,0.2,5.45,9.78,2.83,0.46,0.3,,Glass,3.29,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-05,49.58,3.07,12.93,14.88,0.24,5.73,9.74,2.96,0.55,0.33,0.01,Glass,3.51,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-05,49.88,3.08,12.88,14.49,0.23,5.52,9.8,2.4,0.52,0.37,,Glass,2.92,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-06,49.52,3.14,12.8,14.4,0.19,5.56,9.88,2.91,0.46,0.36,0.06,Glass,3.37,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-06,49.38,3.2,12.56,14.41,0.1,5.53,9.74,2.92,0.48,0.26,,Glass,3.4,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-06,48.82,3.16,12.98,14.57,0.14,5.48,9.79,2.99,0.5,0.4,0.01,Glass,3.49,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-07,49.36,3.25,12.77,14.36,0.21,5.17,9.56,3.02,0.5,0.3,,Glass,3.52,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-07,48.84,3.17,12.77,14.01,0.28,5.44,9.76,2.9,0.57,0.31,0.02,Glass,3.4699999999999998,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-07,49.93,3.11,13.06,14.16,0.25,5.89,9.75,2.91,0.46,0.34,,Glass,3.37,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-08,49.6,3.13,12.66,14.26,0.37,5.64,9.57,3.04,0.39,0.32,0.03,Glass,3.43,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-08,50.55,3.21,12.78,15.56,0.23,5.72,7.34,2.58,0.65,0.36,,Glass,3.23,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-08,50.45,3.26,12.89,13.33,0.22,5.67,9.77,2.94,0.48,0.36,,Glass,3.42,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-14,48.58,3.94,11.39,16.55,0.19,4.83,9.2,2.93,0.6,0.46,0.05,Glass,3.5300000000000002,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-15,48.56,3.98,11.36,16.23,0.24,4.57,9.22,2.82,0.6,0.48,,Glass,3.42,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-18,48.98,4.08,11.22,17.48,0.34,4.15,8.88,2.73,0.52,0.45,0.03,Glass,3.25,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-18,49.44,4.16,11.12,16.79,0.33,4.37,9.11,2.73,0.6,0.49,0.01,Glass,3.33,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-18,49.46,4.16,11.44,17.54,0.36,4.24,8.82,2.23,0.62,0.44,0.08,Glass,2.85,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-01,49.41,3.93,11.55,16.4,0.36,4.62,9.32,2.86,0.58,0.4,0.01,Glass,3.44,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-01,48.83,3.89,11.67,16.13,0.32,4.67,9.18,3.0,0.62,0.4,0.0,Glass,3.62,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-01,49.3,3.9,11.41,16.06,0.16,4.64,9.27,2.92,0.61,0.5,0.01,Glass,3.53,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-01,49.36,3.9,11.56,15.72,0.1,4.58,9.21,3.15,0.6,0.39,0.09,Glass,3.75,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-01,48.62,4.02,11.45,17.0,0.31,4.57,9.08,2.67,0.55,0.42,0.05,Glass,3.2199999999999998,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-02,49.48,4.05,11.43,16.42,0.36,4.49,9.16,2.69,0.62,0.38,,Glass,3.31,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-02,49.56,4.02,11.6,16.72,0.22,4.73,9.19,2.18,0.64,0.5,0.0,Glass,2.8200000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-02,49.96,3.95,11.2,16.32,0.33,4.96,9.73,3.05,0.42,0.45,0.0,Glass,3.4699999999999998,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-05,49.76,3.21,12.19,14.93,0.26,5.75,9.66,2.59,0.46,0.32,0.0,Glass,3.05,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-05,49.88,3.1,12.68,14.47,0.22,5.63,9.52,2.86,0.53,0.33,,Glass,3.3899999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-05,49.33,3.09,13.07,14.74,0.23,5.38,9.89,2.92,0.5,0.32,,Glass,3.42,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-05,50.56,3.14,12.82,14.69,0.22,6.04,9.94,2.85,0.45,0.36,0.0,Glass,3.3000000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-06,50.23,3.05,12.88,14.33,0.23,5.96,9.66,2.92,0.5,0.32,0.0,Glass,3.42,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-06,49.39,3.02,12.99,14.76,0.23,5.54,9.77,2.75,0.46,0.33,,Glass,3.21,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-06,48.79,2.97,12.86,14.94,0.23,5.46,9.97,2.96,0.43,0.32,0.01,Glass,3.39,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-06,48.41,2.66,13.15,14.38,0.23,6.55,10.48,2.61,0.35,0.29,0.03,Glass,2.96,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-06,49.29,3.1,13.01,14.38,0.24,5.95,9.68,2.98,0.55,0.34,0.01,Glass,3.5300000000000002,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-06,50.02,3.07,13.16,14.51,0.23,5.75,9.78,2.88,0.56,0.32,0.0,Glass,3.44,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-06,49.87,1.91,13.75,13.45,0.22,6.96,11.23,2.39,0.22,0.18,0.02,Glass,2.6100000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-06,49.16,1.88,13.28,13.67,0.22,6.97,11.25,2.39,0.25,0.16,0.01,Glass,2.64,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-07,49.73,3.39,12.54,15.19,0.25,5.52,9.44,2.83,0.46,0.38,,Glass,3.29,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-07,49.7,3.19,12.97,14.74,0.24,5.74,9.81,2.9,0.5,0.36,0.01,Glass,3.4,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-07,49.18,2.98,13.07,14.27,0.23,5.89,9.89,3.08,0.47,0.35,0.01,Glass,3.55,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-07,49.48,2.68,13.34,13.96,0.23,6.46,10.36,2.53,0.4,0.29,0.02,Glass,2.9299999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-07,48.99,3.16,12.74,14.04,0.22,5.48,9.79,3.02,0.5,0.3,,Glass,3.52,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-07,49.89,1.94,13.78,12.79,0.24,6.58,11.09,2.59,0.3,0.18,0.01,Glass,2.8899999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-07,49.49,2.03,12.81,13.96,0.27,6.66,11.29,2.47,0.26,0.2,0.01,Glass,2.7300000000000004,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-10,48.66,4.19,11.21,16.18,0.31,4.37,9.14,2.91,0.58,0.43,0.06,Glass,3.49,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-10,49.22,4.14,11.04,17.05,0.13,4.48,9.02,2.93,0.69,0.43,0.0,Glass,3.62,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-10,50.49,2.78,7.3,14.12,0.21,9.48,13.33,1.73,0.36,0.23,0.13,Glass,2.09,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-13,49.24,3.19,12.58,13.91,0.22,5.44,9.64,3.07,0.52,0.34,0.02,Glass,3.59,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-13,49.93,4.05,11.65,16.75,0.36,4.72,9.44,1.86,0.65,0.39,0.03,Glass,2.5100000000000002,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-13,50.04,3.97,11.49,16.45,0.34,4.71,9.54,2.48,0.59,0.37,0.02,Glass,3.07,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-13,49.22,3.19,12.56,14.83,0.34,5.56,9.77,2.88,0.49,0.29,0.03,Glass,3.37,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-14,49.05,3.93,11.09,15.72,0.2,4.67,9.55,2.93,0.55,0.43,,Glass,3.4800000000000004,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-14,49.34,3.97,11.49,15.86,0.29,4.44,9.31,3.04,0.59,0.53,0.05,Glass,3.63,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-14,50.06,3.94,11.41,16.65,0.32,4.61,9.15,2.71,0.63,0.42,0.01,Glass,3.34,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-14,49.28,3.92,11.48,15.71,0.27,4.58,9.35,2.95,0.53,0.36,,Glass,3.4800000000000004,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-14,50.47,4.09,11.39,16.84,0.28,4.32,9.24,2.93,0.6,0.39,0.02,Glass,3.5300000000000002,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-15,49.42,3.96,11.3,16.01,0.31,4.53,9.26,2.97,0.64,0.35,,Glass,3.6100000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-15,48.24,3.96,11.38,16.11,0.31,4.63,9.37,2.92,0.58,0.41,,Glass,3.5,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
MHL-15,49.86,4.04,11.54,15.96,0.25,4.52,9.05,2.97,0.6,0.4,,Glass,3.5700000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-15,48.66,3.98,11.65,16.36,0.3,4.34,9.3,2.88,0.55,0.45,,Glass,3.4299999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-15,49.35,3.88,11.2,16.27,0.12,4.67,9.16,2.94,0.62,0.44,0.05,Glass,3.56,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-15,50.36,3.4,9.74,14.86,0.23,7.09,11.1,2.39,0.43,0.36,0.09,Glass,2.8200000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-15,49.0,4.02,11.33,16.28,0.3,4.5,9.22,2.81,0.55,0.39,,Glass,3.3600000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-18,49.62,4.14,11.08,16.26,0.3,4.45,9.11,2.91,0.57,0.34,0.07,Glass,3.48,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-18,48.72,4.23,11.05,17.11,0.24,4.32,9.21,2.69,0.61,0.51,0.05,Glass,3.3,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-18,48.95,4.14,11.27,17.02,0.21,4.28,9.26,2.72,0.59,0.4,0.01,Glass,3.31,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-18,48.77,4.19,11.55,17.38,0.32,4.25,9.11,2.85,0.6,0.45,0.01,Glass,3.45,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-18,49.92,4.28,11.16,16.67,0.11,4.4,9.28,1.91,0.72,0.46,,Glass,2.63,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-18,49.78,4.11,11.28,16.62,0.13,4.35,8.94,2.92,0.63,0.45,0.04,Glass,3.55,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-18,48.98,4.18,11.28,17.27,0.25,4.41,9.03,2.12,0.62,0.38,0.07,Glass,2.74,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
H14a-8-gl_R,51.54,2.02,14.28,12.2,0.24,5.57,10.06,2.32,0.38,0.22,0.02,Glass,2.6999999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
H14a-10-gl,49.81,1.36,13.75,11.19,0.18,8.09,12.21,2.13,0.2,0.07,0.02,Glass,2.33,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
H14-11-gl,49.78,1.08,14.4,10.08,0.17,8.79,13.62,1.78,0.11,0.07,0.03,Glass,1.8900000000000001,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
JG3-gl,49.65,2.0,13.57,13.32,0.24,6.53,11.37,2.37,0.2,0.23,,Glass,2.5700000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
WM-7-gl,49.97,1.9,13.67,12.87,0.25,6.46,10.93,2.27,0.2,0.18,0.03,Glass,2.47,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
JAS-1-gl,49.76,1.91,13.55,13.48,0.22,6.45,11.0,2.43,0.24,0.18,0.0,Glass,2.67,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
TT-5-gl,49.4,1.97,12.92,14.19,0.23,6.66,11.37,2.45,0.22,0.16,,Glass,2.6700000000000004,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MSR-1-gl,49.66,2.02,13.1,13.99,0.25,6.43,11.38,2.37,0.24,0.16,0.03,Glass,2.6100000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MSR-2-gl,48.91,1.96,12.71,14.87,0.25,6.57,11.28,2.35,0.21,0.18,0.0,Glass,2.56,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
VF_36B_glom1a,65.73,1.18,15.02,5.64,,1.38,3.01,4.88,3.15,,,Glass,8.03,T2,"['Trachydacite', 'Quartz \nMonzonite']"
VF_36B_glom1b,65.13,1.33,14.75,6.13,,1.46,3.43,4.7,3.04,,,Glass,7.74,T2,"['Trachydacite', 'Quartz \nMonzonite']"
VF_36B_glom3a,68.45,0.72,14.2,5.04,,0.96,2.66,4.62,3.36,,,Glass,7.98,T2,"['Trachydacite', 'Quartz \nMonzonite']"
VF_36C_GMSa1,57.56,1.94,13.28,11.95,,3.09,7.22,3.34,1.61,,,Glass,4.95,O2,"['Andesite', 'Diorite']"
VF_36C_GMS2,59.43,1.91,13.33,10.79,,2.79,5.57,4.38,1.8,,,Glass,6.18,O2,"['Andesite', 'Diorite']"
VF_36C_GMS3,54.83,1.49,15.27,11.03,,4.71,7.57,3.61,1.27,,,Glass,4.88,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
VF_36C_GMS4,53.78,1.72,13.64,12.96,,5.44,7.99,3.18,1.06,,,Glass,4.24,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
VF_36C_gms5,62.16,1.67,13.37,9.37,,1.77,4.28,4.75,2.63,,,Glass,7.38,S3,"['Trachy-\nandesite', 'Monzonite']"
VF_36C_gms6,62.57,1.59,13.19,9.36,,1.8,4.17,4.66,2.62,,,Glass,7.28,S3,"['Trachy-\nandesite', 'Monzonite']"
VF_36C_gms7,62.35,1.57,13.36,9.35,,1.82,4.18,4.79,2.58,,,Glass,7.37,S3,"['Trachy-\nandesite', 'Monzonite']"
VF_36C_gms8,61.69,1.94,13.19,9.63,,2.0,4.61,4.57,2.35,,,Glass,6.92,S3,"['Trachy-\nandesite', 'Monzonite']"
VF_36C_gms9,61.47,2.09,13.21,10.55,,1.84,3.76,4.68,2.41,,,Glass,7.09,S3,"['Trachy-\nandesite', 'Monzonite']"
VF_36C_gms10,61.04,1.65,13.63,9.88,,2.27,3.88,4.39,3.25,,,Glass,7.64,S3,"['Trachy-\nandesite', 'Monzonite']"
F2AgmsA_1,60.3,1.79,13.53,9.92,,2.48,4.87,4.59,2.54,,,Glass,7.13,S3,"['Trachy-\nandesite', 'Monzonite']"
F2AgmsA_2,60.32,1.74,13.71,9.75,,2.39,4.88,4.48,2.72,,,Glass,7.200000000000001,S3,"['Trachy-\nandesite', 'Monzonite']"
F2AgmsA_3,60.43,1.79,13.76,9.52,,2.41,4.78,4.49,2.82,,,Glass,7.3100000000000005,S3,"['Trachy-\nandesite', 'Monzonite']"
F2AgmsA_4,60.44,1.76,13.43,9.75,,2.5,4.68,4.63,2.79,,,Glass,7.42,S3,"['Trachy-\nandesite', 'Monzonite']"
F2AgmsA_5,60.89,1.67,13.88,9.25,,2.41,4.62,4.62,2.65,,,Glass,7.27,S3,"['Trachy-\nandesite', 'Monzonite']"
F2AgmsA_6,60.63,1.71,13.71,9.33,,2.41,4.59,4.75,2.88,,,Glass,7.63,S3,"['Trachy-\nandesite', 'Monzonite']"
F2AgmsB_1,60.79,1.76,13.69,9.08,,2.38,4.69,4.77,2.85,,,Glass,7.619999999999999,S3,"['Trachy-\nandesite', 'Monzonite']"
F2AgmsB_2,60.51,1.72,13.76,9.13,,2.43,4.65,4.88,2.92,,,Glass,7.8,S3,"['Trachy-\nandesite', 'Monzonite']"
F2AgmsB_3,60.45,1.75,14.01,9.4,,2.4,4.56,4.5,2.92,,,Glass,7.42,S3,"['Trachy-\nandesite', 'Monzonite']"
F2AgmsB_4,60.52,1.72,13.95,9.21,,2.45,4.53,4.81,2.81,,,Glass,7.619999999999999,S3,"['Trachy-\nandesite', 'Monzonite']"
F2AgmsB_5,60.66,1.69,13.56,9.72,,2.34,4.33,4.83,2.86,,,Glass,7.6899999999999995,S3,"['Trachy-\nandesite', 'Monzonite']"
F2AgmsC_1MI,56.89,0.91,16.17,10.2,,2.45,6.72,5.26,1.26,,,Glass,6.52,S3,"['Trachy-\nandesite', 'Monzonite']"
F2AgmsC_2,60.48,1.82,13.52,9.71,,2.43,4.79,4.5,2.74,,,Glass,7.24,S3,"['Trachy-\nandesite', 'Monzonite']"
F2AgmsC_3,60.51,1.78,13.63,9.5,,2.58,4.72,4.51,2.77,,,Glass,7.279999999999999,S3,"['Trachy-\nandesite', 'Monzonite']"
F2AgmsC_4,60.36,1.7,14.18,9.19,,2.2,4.96,4.63,2.77,,,Glass,7.4,S3,"['Trachy-\nandesite', 'Monzonite']"
F2AgmsC_6,60.46,1.9,13.8,9.82,,2.02,4.44,4.71,2.85,,,Glass,7.5600000000000005,S3,"['Trachy-\nandesite', 'Monzonite']"
F2Bgms2a,60.49,1.78,13.88,9.48,,2.26,4.67,4.36,3.09,,,Glass,7.45,S3,"['Trachy-\nandesite', 'Monzonite']"
F2bPL21gm2,59.53,1.87,13.35,10.77,,2.41,4.8,4.57,2.71,,,Glass,7.28,S3,"['Trachy-\nandesite', 'Monzonite']"
F2Cgms2gl1n,62.4,1.79,14.29,8.1,,2.23,4.17,4.01,3.01,,,Glass,7.02,S3,"['Trachy-\nandesite', 'Monzonite']"
F2Cgms2gl2n,62.44,1.82,14.3,7.94,,2.2,4.14,4.36,2.81,,,Glass,7.17,S3,"['Trachy-\nandesite', 'Monzonite']"
F2Cgms2gl3n,62.12,1.82,14.39,7.91,,2.2,4.32,4.51,2.73,,,Glass,7.24,S3,"['Trachy-\nandesite', 'Monzonite']"
F2CPL54gms2n,58.31,1.94,12.98,12.42,,2.49,5.23,3.96,2.64,,,Glass,6.6,S3,"['Trachy-\nandesite', 'Monzonite']"
F2BOL2gms,60.13,1.78,13.89,9.59,,2.45,4.77,4.45,2.95,,,Glass,7.4,S3,"['Trachy-\nandesite', 'Monzonite']"
F2Bpl23GLgms,58.8,2.0,13.85,11.39,,2.14,5.35,4.16,2.32,,,Glass,6.48,S3,"['Trachy-\nandesite', 'Monzonite']"
F2bPL21gm1,59.34,1.9,13.34,10.72,,2.28,4.95,4.75,2.71,,,Glass,7.46,S3,"['Trachy-\nandesite', 'Monzonite']"
F2cPLintGLgms1,58.9,2.21,12.33,12.89,,1.97,4.65,4.36,2.68,,,Glass,7.040000000000001,S3,"['Trachy-\nandesite', 'Monzonite']"
F2cPLintGLgms1,58.96,1.98,12.64,12.2,,2.43,4.9,4.19,2.71,,,Glass,6.9,S3,"['Trachy-\nandesite', 'Monzonite']"
F2CPL50gmsn,60.99,1.63,13.63,9.92,,2.26,4.98,3.99,2.58,,,Glass,6.57,O2,"['Andesite', 'Diorite']"
F2CPL54gms1n,58.91,1.9,13.34,11.7,,2.81,5.6,3.36,2.35,,,Glass,5.71,O2,"['Andesite', 'Diorite']"
