,Sample Name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,ZrO2,Mineral,Source
1453,Lava 2002_mel_20,42.61486,,6.129708,3.630251,0.1161008,8.140971,34.75244,2.600835,0.03654597,,,,Melilite,Minissaleetal2019
1454,Lava 2002_mel_21,42.24818,,6.254951,4.159146,,8.320745,34.74749,2.289124,0.3222485,,,,Melilite,Minissaleetal2019
1455,Lava 2002_mel_22,42.62012,0.0394518,6.342022,3.316588,,7.727442,34.97545,3.077466,0.2229235,,,,Melilite,Minissaleetal2019
1456,Lava 2002_mel_23,43.34173,0.02869282,6.19733,3.86869,0.05547814,8.010654,35.20182,2.978076,0.1453693,,,,Melilite,Minissaleetal2019
1457,Lava 2002_mel_24,43.71457,0.3673112,5.954834,4.207537,,8.552575,35.41103,2.897183,0.260273,,,,Melilite,Minissaleetal2019
1458,Lava 2002_mel_25,42.27741,0.2534376,7.196361,3.843364,0.1285639,7.609184,34.36672,3.095764,0.2704953,,,,Melilite,Minissaleetal2019
1459,Nyira2016_mel_1,43.24554,0.3848121,6.809407,4.025582,,8.544416,35.51371,2.698791,0.2633517,,,,Melilite,Minissaleetal2019
1460,Nyira2016_mel_2,43.64619,0.1205721,7.108723,4.294213,,8.122572,35.90001,2.649173,0.2122655,,,,Melilite,Minissaleetal2019
1461,Nyira2016_mel_3,42.43273,0.04054591,5.747607,4.560263,,8.46332,34.58081,2.407782,0.3441165,,,,Melilite,Minissaleetal2019
1462,Nyira2016_mel_4,42.6251,,6.341554,4.314805,,8.091972,34.8421,2.587327,0.2548188,,,,Melilite,Minissaleetal2019
1463,Nyira2016_mel_5,42.46987,0.2518736,6.300715,3.802989,,8.427639,35.91181,2.508935,0.3039586,,,,Melilite,Minissaleetal2019
1464,Nyira2016_mel_6,42.62228,,6.16047,3.978842,0.4079239,8.190422,34.58541,2.772604,0.2285264,,,,Melilite,Minissaleetal2019
1465,Nyira2016_mel_7,42.55882,0.4643406,6.660994,3.984059,0.09548077,7.651504,34.41048,2.594137,0.2610936,,,,Melilite,Minissaleetal2019
1466,Nyira2016_mel_8,42.98814,0.276896,6.484111,4.321782,0.1372266,8.00742,34.61827,2.669001,0.3638335,,,,Melilite,Minissaleetal2019
1467,Nyira2016_mel_9,42.46731,0.2099833,5.467393,3.943534,,8.380851,34.33495,2.533844,0.3672178,,,,Melilite,Minissaleetal2019
1468,Nyira2016_mel_10,43.62008,,6.356105,4.481737,0.221483,8.420696,34.9573,3.039325,0.1884528,,,,Melilite,Minissaleetal2019
1469,Nyira2016_mel_11,42.2082,0.2786913,5.907496,3.898469,0.04689899,8.52371,34.87753,2.516763,0.2038228,,,,Melilite,Minissaleetal2019
1470,Lava 1977_mel_1,42.33702,0.4721482,9.28245,4.043117,0.1195817,7.064713,32.92596,3.698942,0.5144025,,,,Melilite,Minissaleetal2019
1471,Lava 1977_mel_2,42.50238,0.1373494,7.16662,4.189068,0.0,7.321061,33.45184,3.241253,0.4096325,,,,Melilite,Minissaleetal2019
1472,Lava 1977_mel_3,45.4153,0.0,9.550335,5.747997,0.342723,8.348719,34.6511,4.053034,0.6976091,,,,Melilite,Minissaleetal2019
1473,Lava 1977_mel_4,41.98847,0.160164,6.748244,4.357716,0.1404168,8.040737,33.71535,3.032209,0.3744906,,,,Melilite,Minissaleetal2019
1474,Lava 1977_mel_5,42.47328,0.0,7.949845,4.123134,0.3448228,7.541023,32.58754,3.421276,0.380846,,,,Melilite,Minissaleetal2019
1475,Lava 1977_mel_6,41.97506,0.1788415,6.593273,2.169279,0.1279053,8.683306,36.22395,2.59278,0.187037,,,,Melilite,Minissaleetal2019
1476,Lava 1977_mel_7,41.94922,0.09248936,6.852731,3.63075,0.3557724,7.771901,33.37254,3.256302,0.302402,,,,Melilite,Minissaleetal2019
1477,Lava 1977_mel_8,42.85118,0.05663034,6.795666,3.731099,0.2711698,8.085881,32.96781,3.150439,0.1270358,,,,Melilite,Minissaleetal2019
1478,Lava 1977_mel_9,42.75706,0.0,6.498766,3.292759,0.2634869,8.019428,33.52542,3.056784,0.1283371,,,,Melilite,Minissaleetal2019
1479,Lava 1977_mel_10,42.25729,0.0,7.231444,4.426042,0.0,7.263794,33.70978,2.974529,0.2499302,,,,Melilite,Minissaleetal2019
1480,Lava 1977_mel_11,42.68674,0.3457583,6.674983,3.883865,0.0,8.01195,34.87455,3.308991,0.2759639,,,,Melilite,Minissaleetal2019
1481,Lava 1977_mel_12,42.47754,0.2702761,6.542745,4.240575,0.0,8.263883,35.52197,2.562829,0.1026399,,,,Melilite,Minissaleetal2019
1482,Lava 1977_mel_13,43.49652,0.0,6.452003,5.239982,0.1286211,8.104744,35.26385,2.640912,0.2590625,,,,Melilite,Minissaleetal2019
1483,Lava 1977_mel_14,42.61012,0.390752,7.472471,4.091891,0.2615159,7.785523,34.97419,2.791589,0.1945931,,,,Melilite,Minissaleetal2019
1484,Lava 1977_mel_15,43.87858,0.3704084,7.426138,5.330389,0.2313714,6.436209,33.77238,3.172735,0.3142503,,,,Melilite,Minissaleetal2019
1485,Lava 1977_mel_16,43.52825,0.1551268,6.971623,4.672688,0.4518279,7.275822,35.32114,2.881988,0.2604577,,,,Melilite,Minissaleetal2019
1486,Lava 1977_mel_17,42.23914,0.0,6.190958,3.99456,0.2481553,7.829551,34.23843,2.643749,0.2022677,,,,Melilite,Minissaleetal2019
1487,Lava 1977_mel_18,42.08784,0.0,6.056848,3.090211,0.06811551,8.792977,35.09621,2.305779,0.1578092,,,,Melilite,Minissaleetal2019
1488,Lava 1977_mel_19,43.72486,0.0,6.713467,3.01506,0.1427604,8.295374,36.16935,2.552986,0.06046189,,,,Melilite,Minissaleetal2019
1489,Lava 1977_mel_20,41.67105,0.1839908,8.281512,3.161945,0.1520706,8.052079,34.90946,2.519875,0.3190398,,,,Melilite,Minissaleetal2019
1490,Lava 1977_mel_21,43.02177,0.3280291,7.041402,4.15914,0.3304199,7.788728,33.74986,3.072455,0.3336216,,,,Melilite,Minissaleetal2019
1491,Melilite_1,42.5813,0.0928,7.35315,2.9715,0.08825,8.6301,34.804249999999996,2.97945,0.23735,,,,Melilite,Molendijketal2023
1492,Melilite_2,42.753875,0.08425,7.558375,3.039625,0.085125,8.459624999999999,35.108875,2.8875,0.238375,,,,Melilite,Molendijketal2023
1493,Melilite_3,42.95766666666667,0.1152666666666666,8.234533333333333,2.8622666666666667,0.0937333333333333,8.0022,34.297333333333334,3.3142,0.2758666666666666,,,,Melilite,Molendijketal2023
1494,Melilite_4,42.50999999999995,0.0843749999999999,6.943749999999994,3.4562499999999976,0.0754999999999998,8.565499999999998,34.831749999999985,2.783249999999996,0.2292499999999997,0.273875,,,Melilite,Molendijketal2023
1495,Melilite_5,41.53483333333333,0.0777881666666666,6.32306,3.433085,0.0822123333333333,8.956898333333333,35.6416,2.67166,0.2276905,,,,Melilite,Molendijketal2023
1496,Melilite_6,41.810158333333334,0.0966818333333333,7.1769425,3.216500833333334,0.079823,8.556545833333333,35.35874166666667,2.8530066666666665,0.2606690833333333,,,,Melilite,Molendijketal2023
1497,Melilite_7,41.71878,0.0893536,7.378394,2.975832,0.085576,8.449306,34.99622,3.240162,0.2330388,,,,Melilite,Molendijketal2023
1498,Melilite_8,42.603433333333335,0.1177737777777777,8.050118888888889,3.5062433333333334,0.0988788888888888,7.746558888888889,33.799566666666664,3.178662222222222,0.2678891111111111,0.3629527777777778,,,Melilite,Molendijketal2023
1499,S2C3_A_Mll1,42.89,0.04,5.46,8.29,0.16,5.31,32.23,3.19,0.16,,,,Melilite,Gozzietal2014
1500,WS5_37,44.8,0.24,35.12,0.269,0.04,3.22,0.16,0.15,10.57,,0.0,,Muscovite,Sahaetal2011
1501,WS5_55,50.08,0.32,31.65,0.111,0.0,3.44,0.01,0.09,10.43,,0.0,,Muscovite,Sahaetal2011
1502,WS5_43,45.68,0.78,33.05,0.102,0.0,3.74,0.0,0.09,10.09,,0.0,,Muscovite,Sahaetal2011
1503,WS2_41,47.72,0.26,37.7,0.113,0.0,1.2,0.0,0.37,10.32,,0.0,,Muscovite,Sahaetal2011
1504,WS2_59,50.45,0.36,33.83,0.11,0.01,2.33,0.0,0.19,10.82,,0.0,,Muscovite,Sahaetal2011
1505,WS2_54,48.03,0.58,33.61,0.102,0.0,2.75,0.0,0.21,10.11,,0.0,,Muscovite,Sahaetal2011
1506,WS2_36,46.28,0.58,36.42,0.08,0.04,0.94,0.0,0.29,10.17,,0.06,,Muscovite,Sahaetal2011
1507,mu-sy2,46.319,0.715,34.365,1.719,0.0,1.1799999999999995,0.0,0.503,9.391,,,,Muscovite,VillarosandPichavant2019
1508,mu-ch2,46.109,0.8189999999999998,33.941,2.289,0.0,0.994,0.0,0.611,9.984,,,,Muscovite,VillarosandPichavant2019
1509,mu-go1,47.79,0.67,34.28,1.71,0.01,1.15,0.0,0.65,9.12,,,,Muscovite,VillarosandPichavant2019
1510,mu-III1,45.4819,0.3024,33.8071,2.189,0.0728999999999999,0.7322,0.0,0.7203,9.3409,,,,Muscovite,VillarosandPichavant2019
1511,mu-III2,45.2595,0.5265,31.176400000000005,3.734900000000001,0.0665,1.2014999999999998,0.0,0.4874999999999999,9.6242,,,,Muscovite,VillarosandPichavant2019
1512,mu-III3,45.0503,0.5576,33.9351,1.9314,0.0,0.8109000000000001,0.0,0.6866,9.42,,,,Muscovite,VillarosandPichavant2019
1513,mu-IV1,44.8809,0.1268,32.8784,4.6365,0.1199,0.1767,0.0,0.3945,9.7757,,,,Muscovite,VillarosandPichavant2019
1514,mu-IV2,44.363299999999995,0.1083,31.19000000000001,5.0396,0.1041,0.16,0.0,0.2798,9.8586,,,,Muscovite,VillarosandPichavant2019
1515,mu-V1,44.4862,0.1358,33.1913,4.0077,0.0206,0.1518,0.0,0.5603,9.4888,,,,Muscovite,VillarosandPichavant2019
1516,mu-V2,44.0392,0.1472,32.9497,3.8664,0.2374,0.1667,0.0137999999999999,0.5209,9.6821,,,,Muscovite,VillarosandPichavant2019
1517,mu-V3,44.0244,0.0,32.4884,4.207,0.0825,0.1752,0.0,0.4574,9.3279,,,,Muscovite,VillarosandPichavant2019
1518,mu-V5,44.1901,0.0739999999999999,32.2815,4.7698,0.1167,0.1898,0.0,0.4926,9.7085,,,,Muscovite,VillarosandPichavant2019
1519,mu-V6,44.4383,0.0103,32.8726,4.2819,0.1089,0.1415,0.0,0.5551,9.5724,,,,Muscovite,VillarosandPichavant2019
1520,ASK-1_1,46.58,0.23,28.75,4.26,0.09,1.42,0.0,0.23,11.42,,,,Muscovite,PanwarandKumar2022
1521,ASK-1_2,46.8,0.23,29.12,4.08,0.17,1.44,0.01,0.23,11.33,,,,Muscovite,PanwarandKumar2022
1522,ASK-1_3,46.12,0.23,28.86,4.46,0.14,1.38,0.03,0.28,11.23,,,,Muscovite,PanwarandKumar2022
1523,ASK-1_4,45.73,0.25,28.69,3.58,0.02,1.41,0.0,0.31,11.21,,,,Muscovite,PanwarandKumar2022
1524,ASK-1_5,47.43,0.24,28.53,3.85,0.01,1.54,0.0,0.19,11.57,,,,Muscovite,PanwarandKumar2022
1525,ASK-1_6,46.37,0.16,28.82,3.83,0.13,1.46,0.02,0.28,11.31,,,,Muscovite,PanwarandKumar2022
1526,ASK-2_1,46.83,0.14,28.74,4.98,0.0,1.03,0.0,0.31,11.36,,,,Muscovite,PanwarandKumar2022
1527,ASK-2_2,46.13,0.35,29.1,4.6,0.0,1.06,0.0,0.33,10.92,,,,Muscovite,PanwarandKumar2022
1528,ASK-2_3,45.38,0.24,31.79,2.72,0.0,0.68,0.03,0.36,11.05,,,,Muscovite,PanwarandKumar2022
1529,ASK-2_4,46.6,0.27,28.61,4.47,0.0,1.02,0.02,0.3,11.1,,,,Muscovite,PanwarandKumar2022
1530,ASK-2_5,45.65,0.4,30.38,3.39,0.0,0.71,0.0,0.23,11.2,,,,Muscovite,PanwarandKumar2022
1531,ASK-2_6,47.29,0.2,28.97,4.24,0.0,0.96,0.0,0.3,11.21,,,,Muscovite,PanwarandKumar2022
1532,ASK-3_1,46.66,0.52,28.57,4.73,0.05,1.29,0.0,0.27,11.08,,,,Muscovite,PanwarandKumar2022
1533,ASK-3_2,46.65,0.31,28.53,4.41,0.08,1.3,0.0,0.25,11.16,,,,Muscovite,PanwarandKumar2022
1534,ASK-3_3,46.76,0.3,28.55,4.37,0.0,1.26,0.0,0.24,11.17,,,,Muscovite,PanwarandKumar2022
1535,ASK-3_4,46.34,0.25,28.72,4.55,0.0,1.27,0.0,0.23,10.74,,,,Muscovite,PanwarandKumar2022
1536,ASK-3_5,46.41,0.53,28.39,4.48,0.0,1.3,0.0,0.24,11.4,,,,Muscovite,PanwarandKumar2022
1537,ASK-3_6,47.07,0.48,28.92,4.54,0.0,1.28,0.0,0.18,11.19,,,,Muscovite,PanwarandKumar2022
1538,ASK-3_7,46.1,0.48,29.5,4.11,0.13,1.17,0.0,0.24,11.11,,,,Muscovite,PanwarandKumar2022
1539,CHK-1_1,45.92,0.55,29.07,3.38,0.02,1.63,0.01,0.18,11.21,,,,Muscovite,PanwarandKumar2022
1540,CHK-1_2,46.99,0.53,28.46,3.48,0.03,1.87,0.0,0.15,10.72,,,,Muscovite,PanwarandKumar2022
1541,CHK-1_3,46.53,0.59,29.08,3.63,0.0,1.71,0.0,0.15,11.0,,,,Muscovite,PanwarandKumar2022
1542,CHK-1_6,45.39,0.0,34.66,1.14,0.0,0.68,0.0,0.66,10.27,,,,Muscovite,PanwarandKumar2022
1543,CHK-5_1,45.14,0.02,34.24,1.51,0.0,0.51,0.0,0.39,10.48,,,,Muscovite,PanwarandKumar2022
1544,CHK-5_3,46.81,0.61,29.68,2.98,0.0,1.45,0.0,0.22,11.04,,,,Muscovite,PanwarandKumar2022
1545,CHK-5_4,46.71,0.47,31.73,3.02,0.0,1.2,0.0,0.28,10.83,,,,Muscovite,PanwarandKumar2022
1546,CHK-5_5,46.37,0.44,32.23,2.06,0.0,1.19,0.0,0.35,10.81,,,,Muscovite,PanwarandKumar2022
1547,CHK-5_6,46.93,0.43,31.66,2.28,0.0,1.29,0.0,0.32,10.98,,,,Muscovite,PanwarandKumar2022
1548,CHK-5_7,45.63,0.53,30.61,2.55,0.06,1.28,0.0,0.29,10.85,,,,Muscovite,PanwarandKumar2022
1549,CHK-6_1,46.4,0.51,30.69,2.35,0.0,1.49,0.0,0.31,11.02,,,,Muscovite,PanwarandKumar2022
1550,CHK-6_2,46.2,0.47,31.56,2.35,0.0,1.37,0.0,0.35,11.19,,,,Muscovite,PanwarandKumar2022
1551,CHK-6_4,45.5,0.35,30.21,2.15,0.0,1.33,0.01,0.34,11.33,,,,Muscovite,PanwarandKumar2022
1552,CHK-6_5,45.74,0.44,30.52,2.75,0.0,1.39,0.0,0.32,10.83,,,,Muscovite,PanwarandKumar2022
1553,CHK-6_6,45.45,0.32,31.28,2.13,0.0,1.16,0.0,0.34,10.98,,,,Muscovite,PanwarandKumar2022
1554,CHK-6_8,46.02,0.33,30.26,2.44,0.0,1.45,0.01,0.3,10.99,,,,Muscovite,PanwarandKumar2022
1555,CHK-8_1,46.2,0.48,31.34,2.31,0.0,1.28,0.02,0.48,10.67,,,,Muscovite,PanwarandKumar2022
1556,CHK-8_2,45.68,0.7,32.43,1.88,0.0,0.96,0.0,0.49,10.88,,,,Muscovite,PanwarandKumar2022
1557,CHK-8_3,46.17,0.58,31.37,1.96,0.0,1.15,0.0,0.44,10.91,,,,Muscovite,PanwarandKumar2022
1558,CHK-8_4,45.73,0.0,35.1,1.12,0.0,0.53,0.0,0.5,10.62,,,,Muscovite,PanwarandKumar2022
1559,CHK-8_5,45.82,0.0,35.15,1.1,0.0,0.45,0.0,0.59,10.69,,,,Muscovite,PanwarandKumar2022
1560,CHK-8_7,45.94,0.04,35.16,1.14,0.01,0.59,0.0,0.58,10.65,,,,Muscovite,PanwarandKumar2022
1561, r18-2,46.75,0.4,27.69,6.3,0.12,2.03,,0.17,10.8,,,,Muscovite,Tianhaoetal2020
1562, r19-2,46.94,0.19,27.37,5.95,0.09,1.95,,0.13,10.84,,,,Muscovite,Tianhaoetal2020
1563, r19-4,46.33,0.21,27.6,6.61,0.1,1.95,,0.15,10.54,,,,Muscovite,Tianhaoetal2020
1564, r19-5,46.58,0.2,27.92,6.61,0.11,1.91,,0.15,10.44,,,,Muscovite,Tianhaoetal2020
1565, r25-1,46.39,0.35,27.47,6.27,0.13,2.13,,0.17,10.73,,,,Muscovite,Tianhaoetal2020
1566, r25-3,46.58,0.42,27.71,6.14,0.14,2.06,,0.15,10.78,,,,Muscovite,Tianhaoetal2020
1567, z4-2,46.97,0.21,29.35,5.45,0.1,1.72,,0.16,11.12,,,,Muscovite,Tianhaoetal2020
1568, z4-3,46.06,0.34,28.35,6.21,0.11,1.8,,0.17,10.79,,,,Muscovite,Tianhaoetal2020
1569, z4-4,47.05,0.26,29.27,5.46,0.09,1.7,,0.14,10.97,,,,Muscovite,Tianhaoetal2020
1570, z4-7,47.41,0.22,28.77,5.47,0.13,2.01,,0.14,11.09,,,,Muscovite,Tianhaoetal2020
1571, z4-9,46.92,0.21,28.68,5.77,0.13,1.9,,0.12,11.14,,,,Muscovite,Tianhaoetal2020
1572, z4-10,47.03,0.24,28.87,5.54,0.11,1.95,,0.11,11.18,,,,Muscovite,Tianhaoetal2020
1573, z13-1,45.68,0.0,34.12,3.01,0.04,0.39,,0.22,10.16,,,,Muscovite,Tianhaoetal2020
1574, z13-2,45.46,0.0,34.02,3.32,0.08,0.32,,0.29,11.1,,,,Muscovite,Tianhaoetal2020
1575, z13-3,43.65,0.02,32.58,3.35,0.04,0.39,,0.25,10.85,,,,Muscovite,Tianhaoetal2020
1576, z13-4,46.9,0.0,35.56,2.97,0.05,0.3,,0.31,10.28,,,,Muscovite,Tianhaoetal2020
1577, z13-5,45.73,0.02,34.3,3.23,0.07,0.36,,0.24,10.72,,,,Muscovite,Tianhaoetal2020
1578, z14-1,47.63,0.05,28.72,5.1,0.05,1.65,,0.16,10.79,,,,Muscovite,Tianhaoetal2020
1579, z14-2,46.41,0.05,28.21,6.18,0.09,1.8,,0.16,10.76,,,,Muscovite,Tianhaoetal2020
1580, z14-4,46.68,0.06,28.59,6.13,0.06,1.67,,0.16,10.82,,,,Muscovite,Tianhaoetal2020
1581, 22a-1,46.36,0.07,30.76,4.36,0.04,1.25,,0.52,10.43,,,,Muscovite,Tianhaoetal2020
1582, 22a-2,45.87,0.15,30.67,4.51,0.05,1.17,,0.5,10.54,,,,Muscovite,Tianhaoetal2020
1583, 22a-3,45.5,0.13,30.89,4.66,0.06,1.21,,0.29,10.55,,,,Muscovite,Tianhaoetal2020
1584, 22a-4,44.9,0.06,30.51,5.16,0.06,1.06,,0.19,10.18,,,,Muscovite,Tianhaoetal2020
1585, 22a-5,44.88,0.08,30.23,4.92,0.07,1.03,,0.3,10.16,,,,Muscovite,Tianhaoetal2020
1586, 22a-6,45.86,0.09,30.8,4.77,0.06,0.93,,0.49,10.05,,,,Muscovite,Tianhaoetal2020
1587, 22a-7,45.38,0.08,30.75,5.29,0.06,1.1,,0.15,10.74,,,,Muscovite,Tianhaoetal2020
1588, 22a-8,45.63,0.12,30.43,4.75,0.08,1.17,,0.31,10.61,,,,Muscovite,Tianhaoetal2020
1589, 22a-9,45.81,0.09,31.33,4.41,0.05,1.08,,0.21,10.34,,,,Muscovite,Tianhaoetal2020
1590, 22a-10,46.02,0.1,30.77,4.6,0.04,1.26,,0.34,10.69,,,,Muscovite,Tianhaoetal2020
1591, 22a-11,45.65,0.12,31.05,4.55,0.02,1.29,,0.24,10.76,,,,Muscovite,Tianhaoetal2020
1592, 22a-12,49.63,0.18,30.05,3.64,0.02,1.08,,2.01,8.77,,,,Muscovite,Tianhaoetal2020
1593, 22a-13,45.39,0.09,30.6,5.11,0.05,1.07,,0.18,10.12,,,,Muscovite,Tianhaoetal2020
1594, 22a-14,45.77,0.06,30.46,4.86,0.06,1.06,,0.29,10.27,,,,Muscovite,Tianhaoetal2020
1595, 22a-15,45.25,0.09,30.45,4.97,0.02,1.17,,0.22,10.46,,,,Muscovite,Tianhaoetal2020
1596, 22a-16,45.72,0.12,30.75,5.03,0.07,1.17,,0.2,10.25,,,,Muscovite,Tianhaoetal2020
1597, Sp-1,45.52,,36.8,1.48,,,,0.88,10.16,,,,Muscovite,Tianhaoetal2020
1598, Sp-2,45.33,,36.91,1.41,0.1,0.05,,0.91,10.24,,,,Muscovite,Tianhaoetal2020
1599, Sp-3,45.19,,36.73,1.54,,0.05,,0.89,10.23,,,,Muscovite,Tianhaoetal2020
1600,10_N_1 ,42.033,,32.705,0.0,,,0.105,15.507,7.859,,,,Nepheline,Zaitsevetal2012
1601,10_N_2 ,42.496,,32.5,0.0,,,0.096,15.679,7.757,,,,Nepheline,Zaitsevetal2012
1602,10_N_3 ,42.074,,32.531,0.0,,,0.09,15.625,7.838,,,,Nepheline,Zaitsevetal2012
1603,10_N_4 ,42.244,,32.434,0.0,,,0.065,15.846,7.918,,,,Nepheline,Zaitsevetal2012
1604,10_N_5 ,42.214,,33.003,0.0,,,0.1,15.69,7.884,,,,Nepheline,Zaitsevetal2012
1605,10_N_6 ,42.261,,32.151,0.0,,,0.062,15.704,7.873,,,,Nepheline,Zaitsevetal2012
1606,10_N_16 ,41.099,,32.904,0.0,,,0.04,16.002,7.724,,,,Nepheline,Zaitsevetal2012
1607,10_N_14 ,40.7,,32.199,0.0,,,0.226,15.822,7.848,,,,Nepheline,Zaitsevetal2012
1608,10_N_7 ,41.862,,32.763,0.0,,,0.068,15.39,8.195,,,,Nepheline,Zaitsevetal2012
1609,10_N_8 ,41.604,,32.426,0.0,,,0.059,15.444,8.181,,,,Nepheline,Zaitsevetal2012
1610,10_N_9 ,41.714,,32.774,0.0,,,0.048,15.724,8.193,,,,Nepheline,Zaitsevetal2012
1611,10_N_10 ,42.293,,31.82,0.0,,,0.116,15.72,7.67,,,,Nepheline,Zaitsevetal2012
1612,10_N_11 ,41.811,,32.06,0.0,,,0.134,15.852,7.796,,,,Nepheline,Zaitsevetal2012
1613,10_N_12 ,41.279,,32.574,0.0,,,0.03,15.595,8.155,,,,Nepheline,Zaitsevetal2012
1614,10_N_17,41.415,,31.796,0.0,,,0.136,16.38,6.074,,,,Nepheline,Zaitsevetal2012
1615,10_N_18,42.3,,31.819,0.0,,,0.122,16.505,5.851,,,,Nepheline,Zaitsevetal2012
1616,10_N_19,42.574,,31.934,0.0,,,0.122,16.358,5.933,,,,Nepheline,Zaitsevetal2012
1617,10_N_20,42.71,,31.984,0.0,,,0.144,16.394,6.248,,,,Nepheline,Zaitsevetal2012
1618,10_N_21,42.517,,31.634,0.0,,,0.131,16.211,6.152,,,,Nepheline,Zaitsevetal2012
1619,10_N_22,40.519,,32.052,0.0,,,0.091,16.132,6.82,,,,Nepheline,Zaitsevetal2012
1620,10_N_23,40.999,,31.687,0.0,,,0.157,16.195,6.699,,,,Nepheline,Zaitsevetal2012
1621,11_Ne_1 ,43.35,,33.13,0.0,,,0.469,16.82,5.14,,,,Nepheline,Zaitsevetal2012
1622,11_Ne_2 ,43.39,,33.83,0.0,,,0.406,16.69,5.6,,,,Nepheline,Zaitsevetal2012
1623,11_Ne_3 ,43.51,,33.6,0.0,,,0.291,16.55,6.05,,,,Nepheline,Zaitsevetal2012
1624,11_Ne_4 ,43.04,,33.63,0.0,,,0.342,16.53,6.21,,,,Nepheline,Zaitsevetal2012
1625,11_Ne_5 ,43.24,,33.2,0.0,,,0.295,16.37,6.03,,,,Nepheline,Zaitsevetal2012
1626,11_Ne_6 ,43.27,,33.16,0.0,,,0.317,16.25,6.43,,,,Nepheline,Zaitsevetal2012
1627,11_Ne_7 ,44.18,,33.22,0.0,,,0.066,16.29,6.44,,,,Nepheline,Zaitsevetal2012
1628,11_Ne_8 ,43.51,,32.91,0.0,,,0.076,16.21,6.43,,,,Nepheline,Zaitsevetal2012
1629,11_Ne_9 ,43.95,,32.84,0.0,,,0.109,16.02,6.56,,,,Nepheline,Zaitsevetal2012
1630,11_Ne_10 ,43.96,,32.66,0.0,,,0.258,15.98,6.2,,,,Nepheline,Zaitsevetal2012
1631,11_Ne_11 ,43.36,,33.43,0.0,,,0.326,16.0,6.93,,,,Nepheline,Zaitsevetal2012
1632,5_N_16 ,43.712,,32.245,0.0,,,,17.256,4.912,,,,Nepheline,Zaitsevetal2012
1633,5_N_17 ,43.839,,32.264,0.0,,,0.034,17.391,4.87,,,,Nepheline,Zaitsevetal2012
1634,5_N_18 ,43.675,,32.042,0.0,,,0.019,17.192,4.879,,,,Nepheline,Zaitsevetal2012
1635,5_N_19 ,43.81,,31.749,0.0,,,0.015,17.061,4.949,,,,Nepheline,Zaitsevetal2012
1636,5_N_20 ,44.215,,31.75,0.0,,,,17.148,4.78,,,,Nepheline,Zaitsevetal2012
1637,5_N_21 ,44.341,,31.919,0.0,,,,17.124,4.78,,,,Nepheline,Zaitsevetal2012
1638,5_N_22 ,43.891,,32.1,0.0,,,0.052,17.227,4.918,,,,Nepheline,Zaitsevetal2012
1639,5_N_23 ,43.453,,32.442,0.0,,,0.07,17.326,5.159,,,,Nepheline,Zaitsevetal2012
1640,5_N_24 ,43.848,,32.745,0.0,,,0.015,17.214,5.071,,,,Nepheline,Zaitsevetal2012
1641,5_N_25 ,42.879,,33.335,0.0,,,0.044,17.347,5.418,,,,Nepheline,Zaitsevetal2012
1642,5_N_26 ,44.093,,31.764,0.0,,,0.025,17.125,4.831,,,,Nepheline,Zaitsevetal2012
1643,5_N_27 ,44.423,,31.614,0.0,,,0.149,16.633,4.78,,,,Nepheline,Zaitsevetal2012
1644,5_N_28 ,44.253,,32.479,0.0,,,0.036,17.403,5.035,,,,Nepheline,Zaitsevetal2012
1645,5_N_29 ,45.11,,32.686,0.0,,,,17.625,4.72,,,,Nepheline,Zaitsevetal2012
1646,5_N_30 ,44.064,,31.483,0.0,,,,17.466,4.69,,,,Nepheline,Zaitsevetal2012
1647,5_N_31 ,44.581,,31.064,0.0,,,0.02,17.321,4.544,,,,Nepheline,Zaitsevetal2012
1648,5_N_32 ,43.812,,31.747,0.0,,,,17.319,5.06,,,,Nepheline,Zaitsevetal2012
1649,9_N_20,43.723,,31.012,0.0,,,0.105,17.488,4.1,,,,Nepheline,Zaitsevetal2012
1650,9_N_21,44.362,,31.529,0.0,,,0.237,17.604,4.263,,,,Nepheline,Zaitsevetal2012
1651,9_N_22,44.822,,32.029,0.0,,,0.023,17.449,4.277,,,,Nepheline,Zaitsevetal2012
1652,9_N_24,43.504,,31.435,0.0,,,0.078,17.662,4.347,,,,Nepheline,Zaitsevetal2012
1653,9_N_25,46.499,,30.82,0.0,,,0.1,17.529,3.422,,,,Nepheline,Zaitsevetal2012
1654,9_N_26,42.943,,31.285,0.0,,,0.026,17.614,4.614,,,,Nepheline,Zaitsevetal2012
1655,9_N_27,44.263,,31.474,0.0,,,0.079,17.717,4.198,,,,Nepheline,Zaitsevetal2012
1656,9_N_28,43.39,,31.71,0.0,,,0.106,17.504,4.684,,,,Nepheline,Zaitsevetal2012
1657,9_N_29,43.445,,31.315,0.0,,,0.033,17.604,4.478,,,,Nepheline,Zaitsevetal2012
1658,9_N_30,44.341,,30.542,0.0,,,,17.277,3.879,,,,Nepheline,Zaitsevetal2012
1659,9_N_31,44.323,,31.413,0.0,,,0.057,17.616,4.197,,,,Nepheline,Zaitsevetal2012
1660,9_N_33,43.286,,31.757,0.0,,,,17.391,4.702,,,,Nepheline,Zaitsevetal2012
1661,9_N_32,44.254,,31.545,0.0,,,0.032,17.379,4.121,,,,Nepheline,Zaitsevetal2012
