,Sample Name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,ZrO2,Mineral,Source
1015,REG-22_kalsilite_16,37.33,0.0,31.43,0.47,0.02,0.0,0.0,0.05,29.54,,0.0,,Kalsilite,Beaetal2014
1016,REG-22_kalsilite_17,37.35,0.0,31.49,0.37,0.0,0.0,0.0,0.08,29.41,,0.0,,Kalsilite,Beaetal2014
1017,REG-22_kalsilite_18,37.39,0.01,31.4,0.4,0.0,0.0,0.0,0.05,29.56,,0.0,,Kalsilite,Beaetal2014
1018,REG-22_kalsilite_19,37.39,0.01,31.44,0.33,0.04,0.0,0.0,0.07,29.62,,0.01,,Kalsilite,Beaetal2014
1019,REG-22_kalsilite_20,37.4,0.0,31.3,0.46,0.0,0.0,0.0,0.06,29.49,,0.0,,Kalsilite,Beaetal2014
1020,REG-22_kalsilite_21,37.41,0.0,31.42,0.44,0.0,0.0,0.0,0.05,29.37,,0.01,,Kalsilite,Beaetal2014
1021,REG-22_kalsilite_22,37.52,0.03,31.33,0.41,0.06,0.0,0.0,0.06,29.6,,0.01,,Kalsilite,Beaetal2014
1022,REG-22_kalsilite_23,37.53,0.01,31.47,0.42,0.06,0.0,0.0,0.03,29.53,,0.0,,Kalsilite,Beaetal2014
1023,REG-22_kalsilite_24,37.56,0.0,31.4,0.43,0.0,0.0,0.0,0.04,29.69,,0.02,,Kalsilite,Beaetal2014
1024,REG-22_kalsilite_25,37.61,0.0,31.34,0.49,0.0,0.0,0.0,0.06,29.48,,0.0,,Kalsilite,Beaetal2014
1025,REG-22_kalsilite_26,37.75,0.0,31.26,0.61,0.01,0.0,0.0,0.07,29.41,,0.01,,Kalsilite,Beaetal2014
1026,REG-24_kalsilite_28,36.76,0.0,31.26,0.48,0.0,0.0,0.0,0.07,29.35,,0.0,,Kalsilite,Beaetal2014
1027,REG-24_kalsilite_29,36.78,0.01,31.21,0.63,0.0,0.0,0.0,0.06,29.37,,0.04,,Kalsilite,Beaetal2014
1028,REG-24_kalsilite_30,36.88,0.02,31.21,0.64,0.0,0.0,0.0,0.07,29.37,,0.0,,Kalsilite,Beaetal2014
1029,REG-24_kalsilite_31,36.89,0.0,31.41,0.57,0.0,0.0,0.0,0.05,29.45,,0.03,,Kalsilite,Beaetal2014
1030,REG-24_kalsilite_32,36.89,0.01,31.35,0.48,0.03,0.0,0.0,0.06,29.45,,0.0,,Kalsilite,Beaetal2014
1031,REG-24_kalsilite_33,36.93,0.0,31.24,0.67,0.04,0.0,0.0,0.06,29.37,,0.04,,Kalsilite,Beaetal2014
1032,REG-24_kalsilite_34,36.95,0.0,31.21,0.73,0.03,0.0,0.01,0.05,29.29,,0.01,,Kalsilite,Beaetal2014
1033,REG-24_kalsilite_35,36.97,0.02,31.66,0.1,0.04,0.0,0.0,0.04,29.46,,0.0,,Kalsilite,Beaetal2014
1034,REG-24_kalsilite_36,37.02,0.0,31.12,0.63,0.0,0.0,0.0,0.07,29.27,,0.0,,Kalsilite,Beaetal2014
1035,REG-24_kalsilite_37,37.06,0.01,31.27,0.5,0.0,0.0,0.0,0.06,29.43,,0.02,,Kalsilite,Beaetal2014
1036,REG-24_kalsilite_38,37.07,0.0,31.31,0.45,0.03,0.0,0.0,0.06,29.41,,0.02,,Kalsilite,Beaetal2014
1037,REG-24_kalsilite_39,37.15,0.0,31.42,0.43,0.0,0.0,0.0,0.04,29.4,,0.0,,Kalsilite,Beaetal2014
1038,REG-24_kalsilite_40,37.18,0.0,31.4,0.49,0.01,0.0,0.0,0.04,29.42,,0.06,,Kalsilite,Beaetal2014
1039,REG-24_kalsilite_41,37.2,0.02,31.11,0.68,0.04,0.0,0.0,0.05,29.33,,0.0,,Kalsilite,Beaetal2014
1040,REG-24_kalsilite_42,37.22,0.0,31.24,0.61,0.0,0.0,0.0,0.04,29.64,,0.01,,Kalsilite,Beaetal2014
1041,REG-24_kalsilite_43,37.22,0.0,31.35,0.53,0.0,0.0,0.0,0.06,29.54,,0.02,,Kalsilite,Beaetal2014
1042,REG-24_kalsilite_44,37.23,0.0,31.23,0.35,0.0,0.0,0.0,0.06,29.41,,0.0,,Kalsilite,Beaetal2014
1043,REG-24_kalsilite_45,37.26,0.0,31.16,0.64,0.0,0.0,0.0,0.05,29.51,,0.0,,Kalsilite,Beaetal2014
1044,REG-24_kalsilite_46,37.32,0.0,31.31,0.39,0.0,0.0,0.01,0.06,29.51,,0.01,,Kalsilite,Beaetal2014
1045,REG-24_kalsilite_47,37.32,0.0,31.53,0.04,0.01,0.0,0.0,0.05,29.62,,0.04,,Kalsilite,Beaetal2014
1046,REG-44_kalsilite_48,36.85,0.0,30.84,0.38,0.0,0.0,0.0,0.05,29.31,,0.0,,Kalsilite,Beaetal2014
1047,REG-44_kalsilite_49,36.91,0.0,30.83,0.47,0.0,0.0,0.0,0.06,29.16,,0.0,,Kalsilite,Beaetal2014
1048,REG-44_kalsilite_50,36.93,0.0,30.92,0.38,0.0,0.0,0.0,0.06,29.16,,0.0,,Kalsilite,Beaetal2014
1049,REG-44_kalsilite_51,36.97,0.0,30.97,0.32,0.0,0.0,0.0,0.06,29.15,,0.0,,Kalsilite,Beaetal2014
1050,REG-44_kalsilite_52,37.16,0.02,31.05,0.4,0.0,0.0,0.0,0.05,29.41,,0.0,,Kalsilite,Beaetal2014
1051,REG-44_kalsilite_53,37.2,0.01,31.36,0.06,0.0,0.0,0.0,0.06,29.29,,0.01,,Kalsilite,Beaetal2014
1052,REG-44_kalsilite_54,37.23,0.0,31.17,0.33,0.0,0.0,0.0,0.06,29.34,,0.0,,Kalsilite,Beaetal2014
1053,REG-44_kalsilite_55,37.23,0.0,31.13,0.33,0.0,0.0,0.0,0.06,29.38,,0.01,,Kalsilite,Beaetal2014
1054,REG-44_kalsilite_56,37.27,0.01,31.19,0.4,0.0,0.0,0.0,0.05,29.46,,0.0,,Kalsilite,Beaetal2014
1055,REG-44_kalsilite_57,37.29,0.0,31.14,0.38,0.01,0.0,0.0,0.08,29.31,,0.0,,Kalsilite,Beaetal2014
1056,REG-44_kalsilite_58,37.3,0.0,31.11,0.27,0.01,0.0,0.0,0.04,29.41,,0.0,,Kalsilite,Beaetal2014
1057,REG-44_kalsilite_59,37.31,0.0,31.24,0.38,0.01,0.0,0.0,0.07,29.26,,0.0,,Kalsilite,Beaetal2014
1058,REG-44_kalsilite_60,37.31,0.0,31.19,0.29,0.02,0.0,0.0,0.05,29.28,,0.0,,Kalsilite,Beaetal2014
1059,REG-44_kalsilite_61,37.32,0.0,31.16,0.39,0.0,0.0,0.0,0.04,29.39,,0.0,,Kalsilite,Beaetal2014
1060,REG-44_kalsilite_62,37.32,0.0,31.38,0.45,0.0,0.0,0.0,0.05,29.4,,0.0,,Kalsilite,Beaetal2014
1061,REG-44_kalsilite_63,37.33,0.02,31.27,0.35,0.0,0.0,0.0,0.07,29.34,,0.0,,Kalsilite,Beaetal2014
1062,REG-44_kalsilite_64,37.34,0.0,31.28,0.29,0.0,0.0,0.01,0.06,29.31,,0.05,,Kalsilite,Beaetal2014
1063,REG-44_kalsilite_65,37.35,0.01,31.25,0.39,0.0,0.0,0.0,0.08,29.38,,0.01,,Kalsilite,Beaetal2014
1064,REG-44_kalsilite_66,37.38,0.0,31.25,0.49,0.01,0.0,0.0,0.06,29.22,,0.0,,Kalsilite,Beaetal2014
1065,REG-44_kalsilite_67,37.38,0.0,31.24,0.3,0.01,0.0,0.0,0.05,29.27,,0.0,,Kalsilite,Beaetal2014
1066,REG-44_kalsilite_68,37.38,0.0,31.19,0.42,0.0,0.0,0.0,0.07,29.39,,0.03,,Kalsilite,Beaetal2014
1067,REG-44_kalsilite_69,37.4,0.02,31.39,0.24,0.02,0.0,0.0,0.05,29.45,,0.01,,Kalsilite,Beaetal2014
1068,REG-44_kalsilite_70,37.43,0.0,31.2,0.36,0.03,0.0,0.0,0.05,29.47,,0.0,,Kalsilite,Beaetal2014
1069,REG-44_kalsilite_71,37.46,0.0,31.2,0.45,0.01,0.0,0.01,0.06,29.36,,0.04,,Kalsilite,Beaetal2014
1070,REG-44_kalsilite_72,37.49,0.01,31.35,0.36,0.0,0.0,0.0,0.05,29.49,,0.0,,Kalsilite,Beaetal2014
1071,REG-45_kalsilite_73,37.02,0.0,30.76,0.91,0.0,0.0,0.0,0.06,29.4,,0.0,,Kalsilite,Beaetal2014
1072,REG-45_kalsilite_74,37.04,0.0,30.87,0.44,0.02,0.0,0.0,0.06,29.46,,0.0,,Kalsilite,Beaetal2014
1073,REG-45_kalsilite_75,37.16,0.0,30.88,0.67,0.0,0.0,0.03,0.11,29.28,,0.0,,Kalsilite,Beaetal2014
1074,REG-45_kalsilite_76,37.24,0.0,30.85,0.79,0.02,0.0,0.0,0.05,29.4,,0.02,,Kalsilite,Beaetal2014
1075,REG-45_kalsilite_77,37.3,0.0,30.82,0.99,0.03,0.0,0.0,0.07,29.39,,0.0,,Kalsilite,Beaetal2014
1076,REG-45_kalsilite_78,37.35,0.0,30.83,0.99,0.01,0.0,0.0,0.06,29.42,,0.01,,Kalsilite,Beaetal2014
1077,REG-45_kalsilite_79,37.37,0.0,31.06,0.76,0.0,0.0,0.0,0.06,29.64,,0.0,,Kalsilite,Beaetal2014
1078,REG-45_kalsilite_80,37.43,0.0,31.12,0.86,0.01,0.0,0.0,0.05,29.44,,0.02,,Kalsilite,Beaetal2014
1079,REG-45_kalsilite_81,37.43,0.02,31.09,0.8,0.03,0.0,0.0,0.06,29.46,,0.0,,Kalsilite,Beaetal2014
1080,REG-45_kalsilite_82,37.45,0.0,30.89,1.08,0.0,0.0,0.0,0.08,29.48,,0.01,,Kalsilite,Beaetal2014
1081,REG-45_kalsilite_83,37.45,0.0,30.51,0.88,0.02,0.0,0.0,0.04,29.24,,0.0,,Kalsilite,Beaetal2014
1082,REG-45_kalsilite_84,37.47,0.0,31.19,0.5,0.0,0.0,0.0,0.05,29.67,,0.0,,Kalsilite,Beaetal2014
1083,REG-45_kalsilite_85,37.47,0.0,30.96,0.67,0.04,0.09,0.34,0.23,28.34,,0.0,,Kalsilite,Beaetal2014
1084,REG-45_kalsilite_86,37.48,0.0,30.99,0.97,0.03,0.0,0.0,0.05,29.41,,0.0,,Kalsilite,Beaetal2014
1085,REG-45_kalsilite_88,37.49,0.01,31.05,0.96,0.0,0.0,0.0,0.06,29.46,,0.01,,Kalsilite,Beaetal2014
1086,REG-45_kalsilite_89,37.49,0.0,31.32,0.7,0.0,0.0,0.0,0.06,29.47,,0.01,,Kalsilite,Beaetal2014
1087,REG-45_kalsilite_90,37.49,0.0,31.09,0.72,0.0,0.0,0.0,0.05,29.56,,0.0,,Kalsilite,Beaetal2014
1088,REG-45_kalsilite_91,37.5,0.0,31.4,0.35,0.0,0.0,0.0,0.05,29.47,,0.0,,Kalsilite,Beaetal2014
1089,REG-45_kalsilite_92,37.5,0.01,31.05,0.88,0.0,0.0,0.0,0.06,29.44,,0.03,,Kalsilite,Beaetal2014
1090,REG-45_kalsilite_93,37.51,0.0,31.07,0.86,0.0,0.0,0.0,0.05,29.38,,0.0,,Kalsilite,Beaetal2014
1091,REG-45_kalsilite_94,37.53,0.01,30.95,0.86,0.01,0.0,0.0,0.05,29.48,,0.01,,Kalsilite,Beaetal2014
1092,REG-45_kalsilite_95,37.65,0.0,30.77,0.97,0.0,0.0,0.0,0.06,29.48,,0.0,,Kalsilite,Beaetal2014
1093,REG-45_kalsilite_96,39.71,0.0,30.2,0.5,0.03,0.0,0.01,0.05,28.4,,0.0,,Kalsilite,Beaetal2014
1094,REG-46_kalsilite_97,36.73,0.0,30.13,1.52,0.02,0.0,0.0,0.05,28.99,,0.01,,Kalsilite,Beaetal2014
1095,REG-46_kalsilite_98,36.91,0.0,30.35,1.34,0.0,0.0,0.0,0.07,28.94,,0.0,,Kalsilite,Beaetal2014
1096,REG-46_kalsilite_99,37.11,0.0,30.24,1.47,0.0,0.0,0.0,0.11,28.99,,0.0,,Kalsilite,Beaetal2014
1097,REG-46_kalsilite_100,37.11,0.0,30.07,1.77,0.01,0.0,0.0,0.19,28.68,,0.0,,Kalsilite,Beaetal2014
1098,REG-46_kalsilite_101,37.21,0.0,30.53,1.66,0.0,0.0,0.0,0.06,29.1,,0.0,,Kalsilite,Beaetal2014
1099,REG-46_kalsilite_102,37.26,0.01,30.42,1.5,0.02,0.0,0.01,0.08,28.99,,0.0,,Kalsilite,Beaetal2014
1100,DG-44,65.0797,,18.8768,0.0,,,0.0664,2.4138,13.194,,,,Alkali_Feldspar,Gagnevinetal2005
1101,DG-44,64.748,,18.7202,0.0,,,0.0488,2.0933,13.4196,,,,Alkali_Feldspar,Gagnevinetal2005
1102,DG-44,64.9462,,18.9238,0.0,,,0.0222,1.2949,14.4536,,,,Alkali_Feldspar,Gagnevinetal2005
1103,DG-44,65.3388,,18.8406,0.0,,,0.0154,2.015,13.7096,,,,Alkali_Feldspar,Gagnevinetal2005
1104,DG-44,64.3627,,18.9481,0.0,,,0.2107,2.5736,12.8625,,,,Alkali_Feldspar,Gagnevinetal2005
1105,DG-44,64.7442,,19.0726,0.0,,,0.0564,2.7109,12.5555,,,,Alkali_Feldspar,Gagnevinetal2005
1106,DG-44,64.4228,,19.1046,0.0,,,0.1048,2.6752,12.3475,,,,Alkali_Feldspar,Gagnevinetal2005
1107,DG-44,64.8773,,18.9598,0.0,,,0.0977,2.6059,12.8573,,,,Alkali_Feldspar,Gagnevinetal2005
1108,DG-44,65.2087,,19.1144,0.0,,,0.1162,2.6826,12.5941,,,,Alkali_Feldspar,Gagnevinetal2005
1109,DG-44,65.6262,,19.208,0.0,,,0.1198,2.81,12.5944,,,,Alkali_Feldspar,Gagnevinetal2005
1110,DG-44,64.7696,,19.0079,0.0,,,0.1245,2.4029,13.0786,,,,Alkali_Feldspar,Gagnevinetal2005
1111,DG-44,64.571,,19.1166,0.0,,,0.1286,2.4481,13.0798,,,,Alkali_Feldspar,Gagnevinetal2005
1112,DG-44,64.8442,,19.2436,0.0,,,0.1185,2.5258,12.9377,,,,Alkali_Feldspar,Gagnevinetal2005
1113,DG-44,65.0255,,19.2165,0.0,,,0.1457,2.687,12.7637,,,,Alkali_Feldspar,Gagnevinetal2005
1114,DG-44,65.1152,,18.9414,0.0,,,0.1284,2.7187,12.4343,,,,Alkali_Feldspar,Gagnevinetal2005
1115,DG-44,64.7153,,18.9861,0.0,,,0.1334,2.8277,12.3187,,,,Alkali_Feldspar,Gagnevinetal2005
1116,DG-44,64.798,,19.1486,0.0,,,0.1667,2.8587,12.5244,,,,Alkali_Feldspar,Gagnevinetal2005
1117,DG-44,64.8615,,19.0644,0.0,,,0.1335,2.715,12.9372,,,,Alkali_Feldspar,Gagnevinetal2005
1118,DG-44,64.8069,,19.0255,0.0,,,0.1283,2.387,13.1022,,,,Alkali_Feldspar,Gagnevinetal2005
1119,DG-44,65.3203,,19.1319,0.0,,,0.1195,2.9558,12.2376,,,,Alkali_Feldspar,Gagnevinetal2005
1120,DG-44,65.0669,,19.1195,0.0,,,0.1444,3.0139,12.2226,,,,Alkali_Feldspar,Gagnevinetal2005
1121,DG-44,64.7633,,19.1896,0.0,,,0.1457,3.045,12.4928,,,,Alkali_Feldspar,Gagnevinetal2005
1122,DG-44,64.7122,,18.9517,0.0,,,0.1294,2.7368,12.6083,,,,Alkali_Feldspar,Gagnevinetal2005
1123,DG-44,65.1126,,18.9392,0.0,,,0.1141,2.8502,12.6051,,,,Alkali_Feldspar,Gagnevinetal2005
1124,DG-44,65.0148,,18.9992,0.0,,,0.0995,2.7768,12.5615,,,,Alkali_Feldspar,Gagnevinetal2005
1125,DG-44,64.7572,,19.0895,0.0,,,0.1282,2.6793,12.6061,,,,Alkali_Feldspar,Gagnevinetal2005
1126,DG-44,64.3127,,19.2577,0.0,,,0.1039,2.4819,12.5706,,,,Alkali_Feldspar,Gagnevinetal2005
1127,DG-44,64.1494,,19.0112,0.0,,,0.08,2.6216,12.4931,,,,Alkali_Feldspar,Gagnevinetal2005
1128,DG-44,64.4488,,19.0029,0.0,,,0.081,2.4694,12.6456,,,,Alkali_Feldspar,Gagnevinetal2005
1129,DG-44,63.9096,,19.012,0.0,,,0.0591,2.4089,12.6858,,,,Alkali_Feldspar,Gagnevinetal2005
1130,DG-44,64.2979,,19.0968,0.0,,,0.0595,2.5593,12.5895,,,,Alkali_Feldspar,Gagnevinetal2005
1131,DG-44,64.8092,,18.9037,0.0,,,0.0627,2.2384,13.3622,,,,Alkali_Feldspar,Gagnevinetal2005
1132,DG-44,64.4825,,18.7507,0.0,,,0.042,2.4397,13.3629,,,,Alkali_Feldspar,Gagnevinetal2005
1133,DG-44,64.6297,,18.8464,0.0,,,0.0167,1.9124,13.8496,,,,Alkali_Feldspar,Gagnevinetal2005
1134,DG-44,64.5993,,18.8247,0.0,,,0.0455,2.0358,13.7214,,,,Alkali_Feldspar,Gagnevinetal2005
1135,DG-44,64.6854,,18.8459,0.0,,,0.0461,1.6175,14.0942,,,,Alkali_Feldspar,Gagnevinetal2005
1136,DG-44,64.1738,,18.6851,0.0,,,0.0128,0.8506,15.6121,,,,Alkali_Feldspar,Gagnevinetal2005
1137,DG-90,65.2078,,18.8949,0.0,,,0.0564,1.4856,14.9472,,,,Alkali_Feldspar,Gagnevinetal2005
1138,DG-90,64.9979,,18.9781,0.0,,,0.0412,1.6118,14.7929,,,,Alkali_Feldspar,Gagnevinetal2005
1139,DG-90,65.3987,,19.1878,0.0,,,0.0786,2.6412,13.2249,,,,Alkali_Feldspar,Gagnevinetal2005
1140,DG-90,64.3239,,19.3874,0.0,,,0.1041,2.8329,12.6519,,,,Alkali_Feldspar,Gagnevinetal2005
1141,DG-90,64.6509,,19.1566,0.0,,,0.0922,2.6901,13.1055,,,,Alkali_Feldspar,Gagnevinetal2005
1142,DG-90,64.5712,,19.3357,0.0,,,0.1172,2.7009,12.8143,,,,Alkali_Feldspar,Gagnevinetal2005
1143,DG-90,64.6782,,19.3395,0.0,,,0.1408,2.5436,12.7982,,,,Alkali_Feldspar,Gagnevinetal2005
1144,DG-90,65.1515,,19.2203,0.0,,,0.1262,3.1545,12.7113,,,,Alkali_Feldspar,Gagnevinetal2005
1145,DG-90,65.3257,,19.2788,0.0,,,0.1493,2.7617,12.9352,,,,Alkali_Feldspar,Gagnevinetal2005
1146,DG-90,65.3093,,19.3303,0.0,,,0.0757,2.666,13.3038,,,,Alkali_Feldspar,Gagnevinetal2005
1147,DG-90,65.3168,,19.3468,0.0,,,0.1297,2.513,13.5661,,,,Alkali_Feldspar,Gagnevinetal2005
1148,DG-90,65.3487,,19.2994,0.0,,,0.1144,2.5137,13.2966,,,,Alkali_Feldspar,Gagnevinetal2005
1149,DG-90,64.9669,,19.3759,0.0,,,0.1277,2.6162,13.1524,,,,Alkali_Feldspar,Gagnevinetal2005
1150,DG-90,65.2893,,19.3455,0.0,,,0.1484,3.0219,12.6738,,,,Alkali_Feldspar,Gagnevinetal2005
1151,DG-90,65.0794,,19.2779,0.0,,,0.1253,3.0012,12.6054,,,,Alkali_Feldspar,Gagnevinetal2005
1152,DG-90,64.6524,,19.1691,0.0,,,0.135,2.5139,13.4766,,,,Alkali_Feldspar,Gagnevinetal2005
1153,DG-90,65.1435,,19.3889,0.0,,,0.1461,2.4045,13.4349,,,,Alkali_Feldspar,Gagnevinetal2005
1154,DG-90,65.4909,,19.2632,0.0,,,0.1075,2.4826,13.3405,,,,Alkali_Feldspar,Gagnevinetal2005
1155,DG-90,65.1314,,19.3992,0.0,,,0.1108,2.6812,13.3783,,,,Alkali_Feldspar,Gagnevinetal2005
1156,DG-90,65.4399,,19.2897,0.0,,,0.1013,2.5188,13.3465,,,,Alkali_Feldspar,Gagnevinetal2005
1157,DG-90,64.9095,,19.2503,0.0,,,0.1443,2.2947,13.6729,,,,Alkali_Feldspar,Gagnevinetal2005
1158,DG-90,65.3736,,19.5444,0.0,,,0.152,2.3741,13.4999,,,,Alkali_Feldspar,Gagnevinetal2005
1159,DG-90,65.355,,19.4029,0.0,,,0.1077,2.4424,13.5608,,,,Alkali_Feldspar,Gagnevinetal2005
1160,DG-90,65.4035,,19.451,0.0,,,0.1411,2.6373,13.0906,,,,Alkali_Feldspar,Gagnevinetal2005
1161,DG-90,65.4348,,19.1863,0.0,,,0.1248,2.9771,12.8793,,,,Alkali_Feldspar,Gagnevinetal2005
1162,DG-90,65.4435,,19.5842,0.0,,,0.16,2.8851,12.8214,,,,Alkali_Feldspar,Gagnevinetal2005
1163,DG-90,64.8922,,19.5468,0.0,,,0.1606,2.8215,12.8049,,,,Alkali_Feldspar,Gagnevinetal2005
1164,DG-90,65.3459,,19.3919,0.0,,,0.0624,2.4307,13.4467,,,,Alkali_Feldspar,Gagnevinetal2005
1165,DG-90,65.2039,,19.3929,0.0,,,0.104,2.8713,12.8011,,,,Alkali_Feldspar,Gagnevinetal2005
1166,DG-90,65.547,,19.3938,0.0,,,0.0722,2.5737,13.1701,,,,Alkali_Feldspar,Gagnevinetal2005
1167,DG-90,64.5285,,19.5383,0.0,,,0.082,2.3994,12.9578,,,,Alkali_Feldspar,Gagnevinetal2005
1168,DG-90,64.9157,,19.4507,0.0,,,0.0529,2.1612,13.879,,,,Alkali_Feldspar,Gagnevinetal2005
1169,DG-90,65.287,,19.0477,0.0,,,0.0686,2.2099,13.9709,,,,Alkali_Feldspar,Gagnevinetal2005
1170,DG-90,64.7495,,19.1203,0.0,,,0.119,2.4821,13.3244,,,,Alkali_Feldspar,Gagnevinetal2005
1171,DG-90,64.7189,,19.1663,0.0,,,0.1064,2.7399,12.8621,,,,Alkali_Feldspar,Gagnevinetal2005
1172,DG-53,64.3454,,18.6949,0.0,,,0.0635,2.0989,13.5233,,,,Alkali_Feldspar,Gagnevinetal2005
1173,DG-53,64.7043,,19.3214,0.0,,,0.0764,2.2036,13.5447,,,,Alkali_Feldspar,Gagnevinetal2005
1174,DG-53,64.6133,,19.2691,0.0,,,0.046,2.3385,13.1605,,,,Alkali_Feldspar,Gagnevinetal2005
1175,DG-53,64.7916,,19.2538,0.0,,,0.0759,2.8013,12.6188,,,,Alkali_Feldspar,Gagnevinetal2005
1176,DG-53,64.9337,,19.1361,0.0,,,0.0809,2.5884,12.6146,,,,Alkali_Feldspar,Gagnevinetal2005
1177,DG-53,64.5339,,19.2539,0.0,,,0.0654,2.4957,12.5648,,,,Alkali_Feldspar,Gagnevinetal2005
1178,DG-53,65.4311,,19.0018,0.0,,,0.0376,2.525,13.1305,,,,Alkali_Feldspar,Gagnevinetal2005
1179,DG-53,64.7671,,19.1865,0.0,,,0.0822,2.5908,12.9883,,,,Alkali_Feldspar,Gagnevinetal2005
1180,DG-53,65.1007,,19.0302,0.0,,,0.0463,2.2432,13.3458,,,,Alkali_Feldspar,Gagnevinetal2005
1181,DG-53,65.0423,,19.1709,0.0,,,0.088,2.6952,12.8765,,,,Alkali_Feldspar,Gagnevinetal2005
1182,DG-53,64.8783,,19.2223,0.0,,,0.0681,2.5626,12.9677,,,,Alkali_Feldspar,Gagnevinetal2005
1183,DG-53,64.9006,,19.3432,0.0,,,0.0943,2.5839,12.7127,,,,Alkali_Feldspar,Gagnevinetal2005
1184,DG-53,64.7969,,18.8606,0.0,,,0.0659,2.441,12.9783,,,,Alkali_Feldspar,Gagnevinetal2005
1185,DG-53,64.7254,,19.1391,0.0,,,0.0562,2.2519,13.204,,,,Alkali_Feldspar,Gagnevinetal2005
1186,DG-53,64.8921,,19.1892,0.0,,,0.0863,2.5043,12.7477,,,,Alkali_Feldspar,Gagnevinetal2005
1187,DG-53,64.2379,,19.1265,0.0,,,0.1207,2.4786,12.7911,,,,Alkali_Feldspar,Gagnevinetal2005
1188,DG-53,64.7468,,19.0099,0.0,,,0.0772,2.733,12.648,,,,Alkali_Feldspar,Gagnevinetal2005
1189,DG-53,64.8468,,19.0952,0.0,,,0.0641,2.6485,13.039,,,,Alkali_Feldspar,Gagnevinetal2005
1190,DG-53,64.8657,,18.986,0.0,,,0.0727,2.3349,13.2456,,,,Alkali_Feldspar,Gagnevinetal2005
1191,DG-53,64.5172,,18.9549,0.0,,,0.1217,2.6437,12.8218,,,,Alkali_Feldspar,Gagnevinetal2005
1192,DG-53,64.7749,,18.8783,0.0,,,0.0911,2.4245,13.2039,,,,Alkali_Feldspar,Gagnevinetal2005
1193,DG-53,65.292,,19.0818,0.0,,,0.1045,2.6943,12.9795,,,,Alkali_Feldspar,Gagnevinetal2005
1194,DG-53,65.3518,,18.8945,0.0,,,0.1043,2.5663,12.8714,,,,Alkali_Feldspar,Gagnevinetal2005
1195,DG-53,65.4129,,18.8952,0.0,,,0.0858,2.5896,13.2662,,,,Alkali_Feldspar,Gagnevinetal2005
1196,DG-53,65.1974,,19.037,0.0,,,0.0757,2.4522,13.288,,,,Alkali_Feldspar,Gagnevinetal2005
1197,DG-53,64.6611,,18.9569,0.0,,,0.0653,2.2707,13.6168,,,,Alkali_Feldspar,Gagnevinetal2005
1198,DG-53,64.7105,,18.789,0.0,,,0.0227,1.953,14.0813,,,,Alkali_Feldspar,Gagnevinetal2005
1199,DG-53,65.1942,,18.6885,0.0,,,0.0969,2.3028,13.4677,,,,Alkali_Feldspar,Gagnevinetal2005
1200,VS219_129 / 1 . _Leu,54.7008,0.113,23.0378,0.5208,0.0064,0.0493,,0.0205,21.7093,,,,Leucite,Andersenetal2014
1201,VS219_130 / 1 . _Leu,53.9668,0.2247,23.4576,0.346,0.0064,0.0094,,0.0449,21.2721,,,,Leucite,Andersenetal2014
1202,VS219_160 / 1 . _Leu,54.2729,0.094,22.5972,0.4268,0.0128,0.0,,0.0439,21.1794,,,,Leucite,Andersenetal2014
1203,VS219G_67 / 1 . _Leu,54.4068,0.0238,23.0701,0.4373,0.0,0.0,,0.0401,21.4919,,,,Leucite,Andersenetal2014
1204,VS219G_68 / 1 . _Leu,54.6846,0.0483,23.2427,0.3829,0.0343,0.0073,,0.0361,21.5112,,,,Leucite,Andersenetal2014
1205,VS219G_80 / 1 . _Leu,54.7672,0.041,23.0006,0.4817,0.0085,0.0166,,0.0165,20.8019,,,,Leucite,Andersenetal2014
1206,VS219G_81 / 1 . _Leu,54.292,0.0373,23.3541,0.3334,0.0128,0.0,,0.1015,21.0928,,,,Leucite,Andersenetal2014
1207,Nyira 2002_lc_2,52.68124,,23.03926,0.3103157,,,0.04579585,0.2137414,21.56035,,,,Leucite,Minissaleetal2019
1208,Nyira 2002_lc_3,54.25251,,23.24402,0.7478554,,,0.3626536,0.5580912,20.83509,,,,Leucite,Minissaleetal2019
1209,Nyira 2002_lc_4,53.57343,,22.82467,0.6744626,,,0.1271093,0.03229518,21.76074,,,,Leucite,Minissaleetal2019
1210,Nyira 2002_lc_5,54.80677,,22.95272,0.4434975,,,0.0,0.1193762,21.11752,,,,Leucite,Minissaleetal2019
1211,Nyira 2002_lc_6,52.11758,,23.82885,0.4376141,,,0.0,0.565645,20.83928,,,,Leucite,Minissaleetal2019
1212,Nyira 2002_lc_8,54.38242,,23.48943,0.4416591,,,0.0,0.2670021,21.92715,,,,Leucite,Minissaleetal2019
1213,Nyira 2002_lc_9,53.55107,,22.97541,0.597166,,,0.1689978,0.1679945,21.21681,,,,Leucite,Minissaleetal2019
1214,Nyira 2002_lc_10,55.86472,,23.80764,0.7340384,,,0.0,0.05515523,22.37037,,,,Leucite,Minissaleetal2019
1215,Nyira 2002_lc_11,55.03167,,23.71505,0.3096414,,,0.0,0.0,21.80246,,,,Leucite,Minissaleetal2019
1216,Nyira 2002_lc_12,54.305,,23.80931,0.5836339,,,0.1669549,0.0,22.20042,,,,Leucite,Minissaleetal2019
