,entity_id,Mineral,method,SiO2,TiO2,Al2O3,Cr2O3,FeOt,MnO,MgO,NiO,CoO,CaO,Na2O,K2O,P2O5,Total
7909,37693,Olivine,EMP,38.59999847,0.039999999,0.119999997,0.050000001,18.5,0.209999993,41.90000153,,,0.430000007,,,,99.849999997
7910,37694,Olivine,EMP,39.20000076,,0.109999999,0.090000004,15.10000038,0.100000001,44.0,,,0.439999998,,,,99.04000114200001
7911,37695,Olivine,EMP,39.59999847,,0.159999996,0.090000004,15.39999962,0.159999996,44.70000076,,,0.50999999,,,,100.61999883600001
7912,37696,Olivine,EMP,40.0,,0.090000004,0.100000001,15.39999962,0.419999987,44.90000153,,,0.419999987,,,,101.330001129
7913,37697,Olivine,EMP,39.09999847,0.039999999,0.059999999,0.090000004,18.89999962,0.430000007,41.79999924,,,0.389999986,,,,100.809997325
7914,37698,Olivine,EMP,39.70000076,0.02,,0.079999998,12.69999981,0.150000006,46.59999847,,,0.400000006,,,,99.64999905000002
7915,37699,Olivine,EMP,39.70000076,,0.050000001,0.050000001,19.20000076,0.209999993,42.09999847,,,0.370000005,,,,101.67999999
7916,37700,Olivine,EMP,37.70000076,0.059999999,0.109999999,0.079999998,23.5,0.289999992,37.20000076,,,0.479999989,,,,99.42000149700002
7917,37701,Olivine,EMP,40.0,0.029999999,0.050000001,,14.0,0.109999999,45.70000076,,,0.310000002,,,,100.20000076100001
7918,37702,Olivine,EMP,39.90000153,0.050000001,0.109999999,0.029999999,15.80000019,0.170000002,44.79999924,,,0.400000006,,,,101.260000967
7919,37703,Olivine,no_info,39.40000153,,0.079999998,0.029999999,18.89999962,0.209999993,42.40000153,,,0.370000005,,,,101.39000267499999
7920,37704,Olivine,no_info,39.70000076,0.029999999,0.140000001,,15.39999962,0.129999995,44.5,,,0.409999996,,,,100.310000371
7921,37705,Olivine,no_info,40.40000153,0.029999999,0.079999998,0.059999999,12.39999962,0.150000006,47.5,,,0.370000005,,,,100.990001157
7922,37706,Olivine,no_info,40.40000153,0.039999999,0.07,0.059999999,13.0,0.140000001,46.79999924,,,0.379999995,,,,100.89000076399999
7923,37707,Olivine,no_info,39.09999847,0.050000001,0.07,,16.89999962,0.170000002,43.59999847,,,0.379999995,,,,100.269996558
7924,37708,Olivine,no_info,40.5,0.039999999,0.100000001,0.039999999,13.69999981,0.200000003,45.79999924,,,0.379999995,,,,100.75999904700001
7925,37709,Olivine,no_info,40.20000076,0.02,0.050000001,0.02,12.69999981,0.150000006,47.09999847,,,0.330000013,,,,100.56999906
7926,37710,Olivine,no_info,39.5,0.029999999,0.059999999,0.02,18.39999962,0.209999993,42.0,,,0.330000013,,,,100.549999624
7927,37711,Olivine,no_info,40.70000076,0.039999999,0.059999999,,13.0,0.180000007,46.59999847,,,0.319999993,,,,100.89999922800001
7928,37712,Olivine,no_info,40.90000153,0.02,0.07,,11.69999981,0.140000001,48.5,,,0.349999994,,,,101.680001335
7929,37713,Olivine,no_info,39.70000076,0.039999999,0.059999999,0.029999999,17.29999924,0.200000003,43.09999847,,,0.319999993,,,,100.74999846300001
7930,37714,Olivine,no_info,39.70000076,0.029999999,0.059999999,,16.89999962,0.200000003,44.0,,,0.330000013,,,,101.220000394
7931,37715,Olivine,no_info,39.79999924,0.050000001,0.059999999,,17.20000076,0.219999999,43.09999847,,,0.379999995,,,,100.809998464
7932,37716,Olivine,no_info,39.59999847,0.039999999,0.059999999,,18.70000076,0.189999998,42.29999924,,,0.330000013,,,,101.219998479
7933,37717,Olivine,no_info,40.20000076,0.039999999,0.219999999,0.02,15.30000019,0.150000006,44.59999847,,,0.409999996,,,,100.93999942
7936,37720,Olivine,no_info,40.5,0.050000001,0.100000001,0.02,13.19999981,0.180000007,46.79999924,,,0.289999992,,,,101.13999905099999
7937,37721,Olivine,no_info,39.70000076,0.050000001,0.109999999,0.029999999,15.60000038,0.180000007,44.5,,,0.310000002,,,,100.480001148
7939,37723,Olivine,no_info,40.5,0.02,0.079999998,0.029999999,12.39999962,0.170000002,47.40000153,,,0.300000012,,,,100.90000116099999
7940,37724,Olivine,no_info,40.5,0.029999999,0.090000004,0.029999999,12.30000019,0.180000007,47.20000076,,,0.319999993,,,,100.650000952
7942,37726,Olivine,no_info,40.70000076,,0.129999995,,10.30000019,0.079999998,49.20000076,,,0.289999992,,,,100.700001695
7943,37727,Olivine,no_info,39.70000076,,0.119999997,,17.29999924,0.109999999,44.0,,,0.349999994,,,,101.57999999
7944,37728,Olivine,no_info,39.70000076,,0.109999999,,14.30000019,0.100000001,45.5,,,0.360000014,,,,100.070000964
7945,37729,Olivine,no_info,39.5,,0.109999999,0.07,12.39999962,0.119999997,46.20000076,,,0.349999994,,,,98.75000037
7946,37730,Olivine,no_info,40.79999924,,0.090000004,0.02,12.10000038,0.090000004,47.79999924,,,0.300000012,,,,101.19999888
7947,37731,Olivine,no_info,40.90000153,,0.090000004,0.02,12.30000019,0.090000004,47.90000153,,,0.300000012,,,,101.60000326999999
7948,37732,Olivine,no_info,40.20000076,,0.090000004,0.050000001,12.80000019,0.100000001,46.09999847,,,0.300000012,,,,99.639999438
7949,37733,Olivine,no_info,39.70000076,0.02,0.079999998,0.029999999,15.39999962,0.109999999,44.5,,,0.300000012,,,,100.140000388
7950,37734,Olivine,no_info,39.90000153,,0.090000004,0.050000001,14.0,0.140000001,45.79999924,,,0.300000012,,,,100.280000788
7951,37735,Olivine,EMP,38.40000153,,0.219999999,0.150000006,21.89999962,0.460000008,39.20000076,,,0.479999989,,,,100.81000191199999
7952,37736,Olivine,EMP,38.20000076,0.079999998,0.5,0.579999983,20.39999962,0.400000006,39.40000153,,,0.449999988,,,,100.010001885
7953,37737,Olivine,EMP,39.29999924,,0.119999997,0.200000003,19.60000038,0.370000005,41.70000076,,,0.419999987,,,,101.710000372
7954,37738,Olivine,EMP,39.70000076,,0.100000001,0.170000002,17.70000076,0.340000004,43.20000076,,,0.379999995,,,,101.590002282
7955,37739,Olivine,EMP,38.59999847,,0.100000001,0.090000004,20.70000076,0.439999998,40.09999847,,,0.430000007,,,,100.45999771000001
7956,37740,Olivine,EMP,39.5,,0.370000005,0.25999999,17.70000076,0.469999999,42.29999924,,,0.529999971,,,,101.12999996500001
7957,37741,Olivine,EMP,39.59999847,,0.119999997,0.340000004,15.89999962,0.400000006,44.09999847,,,0.330000013,,,,100.78999658000001
7958,37742,Olivine,EMP,40.29999924,,0.100000001,0.119999997,15.30000019,0.400000006,45.40000153,,,0.330000013,,,,101.95000097699999
7959,37743,Olivine,EMP,39.79999924,,0.079999998,0.159999996,16.89999962,0.370000005,43.29999924,,,0.330000013,,,,100.939998112
7960,37744,Olivine,EMP,39.59999847,,0.150000006,0.25999999,14.60000038,0.379999995,44.29999924,,,0.310000002,,,,99.599998083
7961,37745,Olivine,EMP,39.59999847,,0.150000006,0.25999999,14.80000019,0.300000012,44.29999924,,,0.310000002,,,,99.71999791
7962,37746,Olivine,EMP,37.79999924,0.25999999,0.01,0.07,26.10000038,0.159999996,36.90000153,,,0.319999993,,,,101.62000112899999
7963,37747,Olivine,EMP,37.5,0.239999995,,0.059999999,27.29999924,0.170000002,36.20000076,,,0.349999994,,,,101.81999999
7964,37761,Olivine,EMP,37.09999847,0.109999999,0.079999998,0.289999992,25.60000038,0.209999993,36.0,,,0.189999998,,,,99.57999883000001
7965,37762,Olivine,EMP,37.29999924,0.159999996,0.050000001,0.310000002,27.60000038,0.239999995,34.90000153,,,0.300000012,,,,100.860001156
7966,37763,Olivine,EMP,37.09999847,0.140000001,0.050000001,0.300000012,25.39999962,0.25,35.90000153,,,0.270000011,,,,99.409999645
7967,37764,Olivine,EMP,39.0,0.100000001,0.079999998,0.039999999,17.29999924,0.189999998,43.59999847,,,0.129999995,,,,100.439997701
7968,37765,Olivine,EMP,37.70000076,0.079999998,0.100000001,0.150000006,20.70000076,0.189999998,39.40000153,,,0.289999992,,,,98.610003045
7969,37766,Olivine,EMP,37.0,0.129999995,0.170000002,0.219999999,25.5,0.200000003,35.79999924,,,0.400000006,0.029999999,,,99.44999924399998
7970,37767,Olivine,EMP,37.40000153,0.119999997,0.159999996,0.239999995,24.60000038,0.209999993,36.40000153,,,0.430000007,0.02,,,99.580003428
7971,37768,Olivine,EMP,38.40000153,0.059999999,0.189999998,0.289999992,20.10000038,0.180000007,39.90000153,,,0.310000002,0.02,,,99.450003438
7972,37769,Olivine,EMP,38.0,0.090000004,0.200000003,0.270000011,20.70000076,0.200000003,39.70000076,,,0.310000002,,,,99.470001543
7973,37770,Olivine,EMP,37.79999924,0.079999998,0.180000007,0.330000013,22.29999924,0.219999999,38.70000076,,,0.330000013,,,,99.93999927
7975,37772,Olivine,EMP,39.79999924,0.079999998,0.07,,18.39999962,0.25,41.0,,,0.389999986,,,,99.98999884399998
7976,37773,Olivine,EMP,38.90000153,0.090000004,0.090000004,,22.79999924,0.310000002,37.20000076,,,0.519999981,,,,99.910001521
7977,37774,Olivine,EMP,38.79999924,0.090000004,0.01,,19.79999924,0.150000006,39.59999847,,,0.439999998,,,,98.88999695799998
7978,37775,Olivine,EMP,38.70000076,0.150000006,,,21.10000038,0.449999988,39.90000153,,,0.529999971,,,,100.830002635
7980,37777,Olivine,EMP,36.90000153,0.219999999,0.07,,25.89999962,0.280000001,35.20000076,,,0.579999983,,,,99.150001893
7981,37778,Olivine,EMP,37.0,0.189999998,,,27.29999924,0.479999989,33.40000153,,,0.560000002,,,,98.930000759
7982,37779,Olivine,EMP,37.59999847,0.140000001,,,23.70000076,0.589999974,37.5,,,0.419999987,,,,99.949999192
7983,37780,Olivine,EMP,36.0,0.219999999,,,28.29999924,0.579999983,32.29999924,,,0.579999983,,,,97.979998445
7984,37781,Olivine,EMP,37.59999847,0.180000007,,,27.29999924,0.360000014,35.09999847,,,0.400000006,,,,100.93999620700001
7985,37782,Olivine,EMP,37.79999924,0.119999997,0.07,,29.20000076,0.370000005,32.59999847,,,0.439999998,,,,100.59999847
7986,37783,Olivine,EMP,38.20000076,0.119999997,0.07,,30.29999924,0.349999994,32.5,,,0.370000005,,,,101.90999999600001
7989,37786,Olivine,EMP,35.90000153,0.189999998,0.029999999,,31.29999924,,31.20000076,,,0.550000012,,,,99.170001539
7990,37787,Olivine,EMP,37.79999924,0.079999998,0.01,,24.39999962,0.349999994,37.40000153,,,0.109999999,,,,100.150000381
7991,37788,Olivine,EMP,36.0,0.050000001,,,30.10000038,0.330000013,33.5,,,0.090000004,,,,100.07000039799999
7992,37789,Olivine,EMP,38.0,0.029999999,0.029999999,,28.29999924,0.330000013,33.5,,,0.140000001,,,,100.329999252
7993,37790,Olivine,EMP,37.5,0.059999999,,,26.39999962,0.280000001,35.5,,,0.200000003,,,,99.939999623
7994,37791,Olivine,EMP,37.40000153,0.02,0.02,,27.89999962,0.310000002,34.20000076,,,0.090000004,,,,99.940001916
7995,37792,Olivine,EMP,36.90000153,0.01,0.01,,29.29999924,0.400000006,33.59999847,,,0.129999995,,,,100.349999241
7996,37793,Olivine,EMP,36.29999924,0.090000004,0.029999999,,31.0,0.419999987,32.20000076,,,0.170000002,,,,100.209999992
7997,37794,Olivine,EMP,37.5,0.029999999,0.039999999,,26.60000038,0.330000013,35.70000076,,,0.090000004,,,,100.290001155
7998,37795,Olivine,EMP,36.59999847,0.090000004,0.01,,29.70000076,0.430000007,32.5,,,0.109999999,,,,99.43999924
7999,37796,Olivine,EMP,36.70000076,0.07,0.02,,31.39999962,0.319999993,31.70000076,,,0.159999996,,,,100.370001129
8000,37797,Olivine,EMP,36.29999924,0.07,0.02,,28.79999924,0.5,34.40000153,,,0.059999999,,,,100.150000009
8001,37798,Olivine,EMP,36.79999924,0.090000004,0.01,,29.10000038,0.409999996,33.40000153,,,0.109999999,,,,99.920001149
8006,37803,Olivine,EMP,38.0,0.01,0.02,,22.5,,39.20000076,,,0.360000014,,,,100.090000774
8011,37808,Olivine,EMP,38.79999924,0.01,0.02,,19.79999924,,40.90000153,,,0.360000014,,,,99.89000002399999
8014,37811,Olivine,EMP,40.20000076,0.02,0.01,,17.60000038,,42.20000076,,,0.409999996,,,,100.44000189600001
8015,37812,Olivine,EMP,39.5,0.02,0.01,,19.70000076,,40.0,,,0.419999987,,,,99.650000747
8021,37818,Olivine,EMP,41.70000076,0.01,0.02,,7.679999828,,51.0,,,0.449999988,,,,100.860000576
8038,37835,Olivine,EMP,36.54000092,0.100000001,0.050000001,0.349999994,26.42000008,0.219999999,36.06999969,,,0.340000004,,,,100.090000689
8039,37836,Olivine,EMP,37.72000122,0.079999998,0.039999999,0.370000005,21.70000076,0.270000011,39.61999893,,,0.280000001,,,,100.080000924
8040,37837,Olivine,EMP,36.38000107,0.119999997,0.059999999,0.370000005,27.56999969,0.330000013,35.72999954,,,0.360000014,0.01,,,100.93000032799999
8041,37838,Olivine,EMP,35.68999863,0.079999998,0.07,0.430000007,24.70999908,0.25999999,37.77000046,,,0.330000013,,,,99.33999817799999
8042,37839,Olivine,EMP,36.20000076,0.07,0.07,0.349999994,27.67000008,0.360000014,35.88999939,,,0.340000004,,,,100.950000242
8043,37840,Olivine,EMP,37.97000122,0.170000002,0.07,0.449999988,27.04999924,0.310000002,34.45000076,,,0.419999987,0.039999999,,,100.930001198
8044,37841,Olivine,EMP,34.79999924,0.119999997,0.01,0.340000004,29.18000031,0.310000002,34.54000092,,,0.330000013,,,,99.63000048600001
8045,37842,Olivine,EMP,35.16999817,0.129999995,0.039999999,0.379999995,27.79999924,0.270000011,35.93999863,,,0.349999994,,,,100.079996034
8046,37843,Olivine,EMP,36.75,0.189999998,0.079999998,0.370000005,29.42000008,0.330000013,32.63000107,,,0.439999998,0.039999999,,,100.250001161
8047,37844,Olivine,EMP,35.22999954,0.109999999,0.01,0.370000005,29.75,0.330000013,34.33000183,,,0.330000013,,,,100.46000140000001
8048,37845,Olivine,EMP,36.93000031,0.270000011,0.100000001,0.300000012,30.80999947,0.389999986,30.53000069,,,0.519999981,0.050000001,,,99.900000462
8049,37846,Olivine,EMP,34.02000046,0.189999998,0.059999999,0.209999993,36.04999924,0.400000006,28.53000069,,,0.370000005,0.01,,,99.84000039099999
8050,37847,Olivine,"EMP,EMP",40.24000168,,0.209999993,0.140000001,10.22999954,0.129999995,49.45000076,,,0.25,,,,100.650001969
8056,37853,Olivine,"EMP,EMP",40.29999924,,0.129999995,0.079999998,10.31999969,0.129999995,49.04000092,,,0.209999993,,,,100.209999831
8057,37854,Olivine,"EMP,EMP",40.16999817,,0.150000006,0.100000001,10.07999992,0.119999997,49.00999832,,,0.280000001,,,,99.90999641500001
8061,37858,Olivine,"EMP,EMP",39.38000107,,0.180000007,0.119999997,10.68999958,0.129999995,48.5,,,0.280000001,,,,99.28000064999999
8072,37869,Olivine,"EMP,EMP",40.22999954,,0.140000001,0.090000004,10.0,0.119999997,48.93999863,,,0.209999993,,,,99.729998165
8079,37876,Olivine,no_info,39.90000153,0.01,0.469999999,,14.30000019,0.219999999,45.90000153,,,0.540000021,,,,101.340003269
8080,37877,Olivine,no_info,39.5,,0.370000005,0.100000001,15.39999962,0.219999999,44.20000076,,,0.469999999,,,,100.26000038400001
8081,37878,Olivine,no_info,39.5,,0.07,0.059999999,17.60000038,0.219999999,43.29999924,,,0.400000006,,,,101.149999624
8082,37879,Olivine,no_info,40.09999847,,0.239999995,,16.89999962,0.230000004,43.40000153,,,0.469999999,,,,101.33999961800001
8083,37880,Olivine,no_info,38.79999924,,0.469999999,0.140000001,20.70000076,0.239999995,39.70000076,,,0.720000029,,,,100.77000078399999
8084,37881,Olivine,no_info,39.40000153,0.050000001,0.439999998,0.159999996,19.89999962,0.289999992,40.70000076,,,0.569999993,,,,101.51000189
8085,37882,Olivine,no_info,38.90000153,0.059999999,0.310000002,0.039999999,21.10000038,0.319999993,39.29999924,,,0.50999999,,,,100.540001133
8086,37883,Olivine,no_info,38.40000153,,0.280000001,,22.60000038,0.25,38.59999847,,,0.460000008,,,,100.59000038900001
8087,37884,Olivine,no_info,37.59999847,0.159999996,0.430000007,0.02,26.29999924,0.370000005,35.70000076,,,0.600000024,,,,101.179998502
8088,37885,Olivine,no_info,38.70000076,0.039999999,0.310000002,0.029999999,19.29999924,0.319999993,41.09999847,,,0.389999986,,,,100.189998449
8089,37886,Olivine,no_info,39.40000153,,0.180000007,0.079999998,19.5,0.310000002,41.90000153,,,0.25999999,,,,101.63000305700001
8090,37887,Olivine,no_info,38.70000076,,0.25999999,,21.29999924,0.189999998,40.20000076,,,0.289999992,,,,100.94000073999999
8091,37888,Olivine,no_info,37.90000153,,0.230000004,,24.39999962,0.270000011,37.59999847,,,0.319999993,,,,100.71999962800001
8092,37889,Olivine,no_info,36.90000153,,0.230000004,,30.70000076,0.310000002,32.29999924,,,0.389999986,,,,100.830001522
8093,37890,Olivine,no_info,40.09999847,0.01,0.460000008,0.150000006,16.39999962,0.239999995,44.09999847,,,0.349999994,,,,101.809996563
8094,37891,Olivine,no_info,38.40000153,0.129999995,0.270000011,0.109999999,22.89999962,0.360000014,39.0,,,0.379999995,,,,101.550001164
8095,37892,Olivine,no_info,38.40000153,0.119999997,0.140000001,0.079999998,25.29999924,0.360000014,36.70000076,,,0.389999986,,,,101.49000152600001
8096,37893,Olivine,no_info,37.0,0.059999999,0.140000001,0.01,28.70000076,0.319999993,34.29999924,,,0.349999994,,,,100.879999987
8097,37894,Olivine,no_info,38.09999847,,0.119999997,,26.60000038,0.270000011,35.09999847,,,0.25999999,,,,100.44999731800002
8098,37895,Olivine,no_info,38.0,0.090000004,0.159999996,,24.0,0.370000005,37.0,,,0.370000005,,,,99.99000001
8099,37896,Olivine,no_info,37.29999924,0.079999998,0.270000011,,26.10000038,0.370000005,35.20000076,,,0.519999981,0.07,,,99.91000037500001
8100,37897,Olivine,no_info,36.79999924,0.050000001,0.170000002,0.059999999,30.0,0.319999993,32.70000076,,,0.439999998,,,,100.539999993
8101,37898,Olivine,no_info,37.09999847,0.140000001,0.140000001,,29.20000076,0.449999988,32.5,,,0.409999996,,,,99.93999921600002
8102,37899,Olivine,no_info,37.29999924,0.07,0.200000003,0.050000001,30.29999924,0.419999987,33.90000153,,,0.419999987,,,,102.65999998799998
8103,37900,Olivine,no_info,36.20000076,0.140000001,0.219999999,0.090000004,34.40000153,0.400000006,28.79999924,,,0.469999999,,,,100.72000153900001
8104,37901,Olivine,no_info,36.79999924,0.090000004,0.360000014,0.039999999,35.79999924,0.5,29.0,,,0.430000007,,,,103.019998504
8105,37902,Olivine,no_info,36.20000076,0.180000007,0.159999996,0.039999999,33.59999847,0.439999998,29.10000038,,,0.330000013,,,,100.049999623
8107,37904,Olivine,no_info,41.5,0.01,0.159999996,0.050000001,10.39999962,,47.70000076,,,0.25,0.029999999,,,100.100000376
8108,37905,Olivine,no_info,41.20000076,0.029999999,0.230000004,0.01,9.260000229,,48.90000153,,,0.280000001,0.059999999,,,99.970002522
8109,37906,Olivine,no_info,40.70000076,,0.090000004,0.200000003,10.69999981,,48.09999847,,,0.25,0.01,,,100.049999047
8121,37918,Olivine,no_info,40.5,0.100000001,,0.300000012,10.39999962,,48.70000076,,,0.400000006,,,,100.40000039899999
8122,37919,Olivine,no_info,40.59999847,0.100000001,,0.300000012,10.0,,49.29999924,,,0.5,,,,100.79999772299999
8124,37921,Olivine,no_info,40.09999847,0.219999999,0.029999999,0.300000012,8.75,,49.40000153,,,0.310000002,,,,99.110000012
8125,37922,Olivine,no_info,40.09999847,0.219999999,0.029999999,0.289999992,8.840000153,,49.70000076,,,0.239999995,,,,99.419999368
8126,37923,Olivine,no_info,40.70000076,0.109999999,0.029999999,0.300000012,7.869999886,,50.59999847,,,0.270000011,,,,99.879999137
8127,37924,Olivine,no_info,40.90000153,0.109999999,0.01,0.289999992,8.039999962,,50.40000153,,,0.360000014,,,,100.110003027
8128,37925,Olivine,no_info,39.09999847,0.100000001,,0.300000012,9.699999809,,47.79999924,,,0.400000006,,,,97.399997538
8129,37926,Olivine,no_info,41.0,0.219999999,0.039999999,0.280000001,8.630000114,,49.40000153,,,0.430000007,,,,100.00000165
8130,37927,Olivine,no_info,40.90000153,0.109999999,0.01,0.289999992,8.300000191,,50.40000153,,,0.360000014,,,,100.370003256
8131,37928,Olivine,no_info,39.70000076,0.100000001,,0.300000012,8.300000191,,49.29999924,,,0.300000012,,,,98.00000021599999
8132,37929,Olivine,no_info,36.5,0.180000007,,0.209999993,32.79999924,,30.79999924,,,0.379999995,,,,100.86999847499999
8133,37930,Olivine,no_info,36.0,0.200000003,0.039999999,0.230000004,34.29999924,,29.20000076,,,0.360000014,,,,100.33000002
8134,37931,Olivine,no_info,36.09999847,0.219999999,0.039999999,0.25999999,33.59999847,,30.0,,,0.469999999,,,,100.68999692700001
8135,37932,Olivine,no_info,36.40000153,0.180000007,,0.280000001,30.89999962,,31.60000038,,,0.419999987,,,,99.780001525
8136,37933,Olivine,no_info,36.0,0.159999996,,0.270000011,33.0,,30.20000076,,,0.430000007,,,,100.060000774
8137,37934,Olivine,no_info,37.20000076,0.140000001,,0.340000004,29.79999924,,32.59999847,,,0.469999999,,,,100.54999847400002
8151,37948,Olivine,no_info,38.59999847,0.200000003,,0.300000012,21.20000076,,39.70000076,,,0.400000006,,,,100.400000011
8152,37949,Olivine,no_info,38.5,0.180000007,0.059999999,0.209999993,20.20000076,,40.29999924,,,0.430000007,,,,99.88000000599999
8153,37950,Olivine,no_info,38.5,0.189999998,0.079999998,0.230000004,20.60000038,,39.59999847,,,0.49000001,,,,99.68999886
8154,37951,Olivine,no_info,38.20000076,0.200000003,0.119999997,0.200000003,20.70000076,,40.0,,,0.540000021,,,,99.96000154400001
8155,37952,Olivine,EMP,39.79999924,0.039999999,0.100000001,0.090000004,15.60000038,0.239999995,44.0,,,0.409999996,,,,100.27999961500001
8156,37953,Olivine,EMP,39.79999924,0.039999999,0.170000002,0.059999999,16.0,0.270000011,44.59999847,,,0.419999987,,,,101.359997708
